pid,Amoeba,Bacteriastrum,Chaetoceros,Ciliophora,Copepod_nauplii,Cryptophyta,Cylindrotheca,Dictyocha,Dinophyceae,Dinophyceae_morphotype3,Eutintinnus,Gonyaulax,Guinardia_striata,Gyrodinium,Katodinium_or_Torodinium,Laboea_strobila,Leptocylindrus_mediterraneus,Oxytoxum,Phaeocystis,Pleuronema,Pronoctiluca,Proterythropsis,Protoperidinium,Pseliodinium,Pseudo-nitzschia,Rhizosolenia,Strombidium_inclinatum,Strombidium_morphotype1,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Tiarina_fusus,Tripos,Tripos_furca,Tripos_fusus,Tripos_lineatus,Warnowia,bead,bubble,coccolithophorid,colony,detritus,detritus_theca_fragment,detritus_transparent,fecal_pellet,fiber,nanoplankton_mix,pennate,seta
D20210512T011637_IFCB102,3,234,400,8,0,7,37,2,119,120,0,1,5,4,13,2,14,2,20,1,0,0,0,0,596,27,0,1,3,113,27,0,0,0,1,5,0,3,4,20,46,461,0,5,0,30,2259,228,35
D20210512T012846_IFCB115,0,0,356,0,0,0,7,0,0,15,0,9,25,0,0,0,0,0,61,0,0,0,0,0,7,1355,0,0,0,91,0,0,3,0,2,14,0,293,3217,7,0,44,0,0,0,4,663,68,54
D20210512T014058_IFCB102,2,110,199,13,0,11,25,1,150,317,0,1,3,4,9,0,6,2,14,1,0,0,1,0,333,19,0,0,7,61,30,0,0,0,0,6,0,3,3,31,56,401,0,4,0,33,3667,201,17
D20210512T020518_IFCB102,1,76,161,8,0,11,27,2,147,431,0,0,3,3,7,0,10,1,10,0,0,0,3,0,195,9,0,0,8,45,26,0,0,0,0,2,0,1,0,37,58,344,0,3,0,36,4130,166,10
D20210512T022939_IFCB102,0,16,25,11,1,22,12,2,129,557,2,0,2,0,4,0,5,0,4,0,0,0,1,0,48,3,0,1,2,10,34,0,1,0,0,5,0,0,3,33,77,284,0,0,0,29,4599,78,3
D20210512T023622_IFCB115,1,3,15,6,0,7,1,2,46,18,0,0,0,5,4,0,1,4,1,1,0,0,0,0,8,1,0,1,1,9,13,0,0,0,0,0,0,76,4,27,0,300,0,48,0,17,241,15,1
D20210512T025400_IFCB102,3,8,16,7,0,20,9,6,94,583,0,0,1,3,4,0,1,0,7,0,0,0,0,0,41,2,0,1,2,1,22,0,0,0,0,3,0,0,2,27,76,290,0,4,1,30,4652,80,1
D20210512T030044_IFCB115,2,5,19,3,0,4,2,0,47,17,0,0,0,2,3,0,0,3,2,0,0,0,0,0,15,2,0,0,1,14,3,0,0,0,0,0,0,27,3,26,1,335,0,40,2,33,261,27,1
D20210512T031821_IFCB102,1,5,10,6,0,21,11,3,128,604,0,0,0,0,4,1,0,0,7,0,0,0,2,0,56,4,0,0,5,10,33,0,0,0,0,1,0,0,3,36,62,275,1,2,1,23,4664,62,4
D20210512T032504_IFCB115,4,5,7,2,0,6,2,1,62,24,0,1,1,2,2,0,0,1,1,0,0,0,0,0,16,2,0,1,2,8,3,0,0,0,0,0,0,23,0,28,1,290,0,45,0,13,219,23,0
D20210512T034242_IFCB102,2,2,8,6,0,19,20,2,124,659,0,1,0,1,11,0,1,0,8,0,0,0,1,0,20,0,0,1,1,5,27,0,0,0,0,0,2,1,0,39,71,245,0,1,1,22,4836,82,1
D20210512T040703_IFCB102,5,10,18,6,0,17,14,6,95,584,0,0,0,0,4,0,0,0,12,0,0,0,0,1,67,3,0,1,0,11,29,0,0,1,0,6,0,0,1,31,72,322,0,4,2,25,4791,96,3
D20210512T043123_IFCB102,0,5,15,8,1,17,7,4,113,560,2,1,0,1,6,0,0,0,10,0,0,0,1,0,44,3,0,1,2,7,34,0,1,0,1,5,0,0,1,30,80,307,0,4,1,32,4664,83,4
D20210512T045543_IFCB102,1,0,7,8,0,25,7,5,116,629,3,2,0,1,5,1,1,0,9,0,0,0,0,0,30,1,0,1,1,3,34,0,0,0,0,2,0,1,1,26,82,283,1,1,1,23,4671,89,1
D20210512T052003_IFCB102,1,4,5,7,1,26,14,4,123,547,0,1,0,1,6,0,3,0,9,0,0,0,0,0,47,2,0,0,2,1,57,0,0,0,0,2,0,0,3,30,74,331,0,5,3,21,4426,83,1
D20210512T054423_IFCB102,2,2,6,6,1,12,10,4,134,887,0,1,0,2,14,0,5,0,11,0,0,0,0,0,29,3,0,1,1,2,53,0,0,0,0,5,1,0,3,31,57,305,0,2,3,24,3848,68,4
D20210512T060844_IFCB102,1,6,6,14,0,23,7,3,140,931,1,0,0,2,14,0,5,0,9,1,0,0,1,0,32,3,0,1,0,5,45,0,0,0,0,4,0,1,6,29,59,289,0,0,3,26,3826,59,2
D20210512T063305_IFCB102,2,2,1,8,1,17,8,6,150,980,0,1,0,3,7,0,4,1,5,0,0,0,1,0,37,1,0,0,0,3,35,0,0,0,0,1,0,1,1,22,51,298,1,3,1,23,3549,77,1
D20210512T065725_IFCB102,1,1,1,9,0,23,11,5,118,654,2,3,0,3,8,0,0,4,8,0,0,0,0,0,32,3,0,1,0,4,19,0,0,0,0,2,0,0,1,33,65,264,0,2,3,30,4298,97,3
D20210512T072145_IFCB102,2,2,2,6,0,25,7,6,119,579,0,0,1,1,6,1,0,1,5,0,0,0,3,0,27,0,0,1,2,3,37,1,0,0,0,0,0,0,0,27,75,258,0,2,0,23,4029,78,0
D20210512T074605_IFCB102,3,101,175,17,0,16,40,5,115,355,0,0,3,1,8,0,7,1,18,0,1,0,3,0,336,23,0,1,6,38,30,0,0,0,0,4,1,1,1,39,54,390,0,4,0,39,3286,172,39
D20210512T081026_IFCB102,1,124,348,15,0,6,34,5,114,233,0,1,10,7,10,0,10,0,17,2,0,1,0,0,369,30,0,0,4,81,27,0,0,0,0,4,1,5,1,17,33,434,0,5,0,36,2785,207,48
D20210512T083447_IFCB102,1,37,80,6,0,21,15,5,117,543,5,2,5,4,5,0,6,1,14,0,1,1,0,1,120,9,1,1,0,30,37,0,0,0,0,1,2,1,0,24,64,344,0,4,0,28,4127,135,15
D20210512T085908_IFCB102,1,18,35,13,0,15,13,3,101,588,0,1,1,2,7,0,4,1,15,0,0,0,0,0,82,2,0,1,1,10,44,0,0,0,0,3,0,0,1,25,74,279,0,2,0,20,4379,125,6
D20210512T092328_IFCB102,3,26,58,8,0,21,20,4,107,526,2,0,0,2,9,0,10,1,11,0,0,0,1,0,94,4,0,1,6,13,35,0,0,0,0,2,0,0,0,33,58,319,0,3,2,20,4389,111,11
D20210512T094749_IFCB102,1,31,65,15,0,13,28,2,102,431,2,1,1,2,12,0,6,1,11,1,1,0,0,0,112,6,0,0,1,16,51,0,0,1,0,0,1,0,7,25,56,403,0,17,0,27,4517,147,4
D20210512T101210_IFCB102,2,49,92,35,0,16,26,17,103,406,3,0,3,1,11,0,6,0,11,3,1,0,2,0,125,6,0,3,3,22,46,0,0,0,0,1,4,1,13,40,68,576,0,61,2,41,4425,131,8
D20210512T121800_IFCB115,3,40,82,14,0,28,16,9,117,124,0,1,3,1,10,0,4,0,9,0,0,1,2,0,54,10,0,1,3,17,33,0,0,0,0,2,0,5,0,91,18,302,1,18,2,19,1672,39,4
D20210512T121955_IFCB102,3,35,77,7,0,19,20,6,117,397,1,0,2,4,10,1,7,1,20,1,0,0,0,0,138,9,0,1,0,34,48,0,0,0,0,1,1,0,4,43,58,320,0,0,0,29,4658,159,10
D20210512T124222_IFCB115,6,42,62,15,0,39,18,3,124,161,3,2,3,4,12,0,2,5,4,0,0,1,0,0,57,5,0,3,1,26,16,0,0,0,0,3,2,11,1,71,8,306,0,18,0,19,1711,33,6
D20210512T124416_IFCB102,0,33,61,9,2,22,21,5,112,492,4,0,1,1,4,0,3,1,14,0,0,0,1,0,96,3,0,1,2,24,43,0,0,0,0,0,0,1,3,32,77,356,0,5,1,17,4539,129,4
D20210512T130642_IFCB115,2,37,58,10,0,38,18,7,130,154,2,1,1,3,9,2,3,2,3,0,0,0,2,0,46,4,1,1,1,19,20,0,0,0,0,2,0,16,0,72,8,285,0,7,3,15,1716,54,2
D20210512T130835_IFCB102,4,20,54,11,2,17,12,10,120,499,0,0,1,3,13,0,9,1,12,0,1,0,0,0,93,10,0,2,1,21,35,0,1,0,0,3,0,2,2,22,57,307,0,1,1,23,4699,139,7
D20210512T133225_IFCB115,8,47,82,11,0,38,18,1,153,164,4,1,2,7,7,1,6,0,6,0,0,1,1,0,53,3,0,3,1,14,28,1,0,0,0,1,0,13,4,108,15,453,1,55,1,25,1743,46,11
D20210512T133254_IFCB102,0,14,33,7,0,16,28,2,138,550,2,0,1,2,10,0,6,1,19,0,1,0,1,0,82,4,0,0,3,17,49,0,0,0,1,0,0,0,0,28,61,281,0,0,1,23,4565,122,9
D20210512T135647_IFCB115,8,50,72,12,1,27,19,7,176,163,0,0,0,5,11,2,8,2,4,0,1,0,1,0,48,7,1,1,8,19,28,0,0,0,0,2,2,13,6,92,15,432,1,60,1,34,1666,37,8
D20210512T135714_IFCB102,1,25,33,9,0,22,21,7,146,545,3,0,0,6,4,0,6,0,11,0,0,0,1,0,110,3,0,2,0,17,38,0,0,0,0,5,0,1,5,22,54,325,0,0,1,16,4663,114,2
D20210512T142109_IFCB115,6,34,60,16,0,36,21,6,155,141,0,0,1,6,9,2,9,2,4,0,0,0,1,0,70,5,0,0,3,20,15,0,0,0,0,1,1,8,7,93,12,543,1,58,1,37,1685,45,3
D20210512T142135_IFCB102,2,30,66,5,0,19,32,4,128,462,1,0,1,3,9,0,10,1,18,0,0,0,0,0,128,5,0,1,2,29,28,1,0,0,0,1,1,0,1,21,35,353,0,2,0,21,4817,117,6
D20210512T144555_IFCB102,1,32,96,5,0,12,42,7,125,357,0,0,1,5,6,0,9,1,22,0,0,0,1,1,181,10,0,0,1,29,29,0,0,0,0,6,3,1,0,30,41,289,0,5,0,19,4065,185,7
D20210512T145801_IFCB115,2,34,60,10,0,39,12,6,148,133,1,0,1,1,6,0,3,3,9,0,0,0,1,0,61,7,0,1,3,30,19,0,1,1,0,4,0,18,3,93,12,442,0,43,2,38,1880,51,11
D20210512T151016_IFCB102,0,68,231,10,0,4,48,5,140,118,0,1,4,12,11,3,6,1,26,0,1,0,0,2,284,24,0,0,5,55,31,0,0,0,0,1,1,2,0,29,39,378,0,2,0,46,3820,257,20
D20210512T152223_IFCB115,5,38,78,24,0,28,17,6,133,164,3,0,1,4,5,3,4,2,4,0,0,0,0,0,57,3,0,4,4,13,37,2,0,0,0,1,1,8,1,68,13,410,1,42,1,44,1757,52,2
D20210512T153437_IFCB102,3,75,283,8,0,8,52,2,121,131,0,0,0,6,12,0,4,1,34,1,0,0,1,0,294,23,0,1,8,66,27,0,0,0,0,3,2,0,0,22,59,410,0,2,0,30,3827,294,30
D20210512T154644_IFCB115,6,41,76,16,1,35,14,9,123,170,1,0,3,1,10,1,1,0,5,0,0,0,0,0,57,5,0,0,7,26,23,0,0,0,0,0,1,10,2,91,14,433,0,24,1,30,1733,42,9
D20210512T155857_IFCB102,1,79,236,10,0,7,69,2,121,125,1,0,7,6,8,0,7,3,51,0,0,0,0,0,289,32,0,1,5,73,30,0,0,0,1,2,0,0,1,30,76,434,0,4,0,28,3834,295,38
D20210512T161855_IFCB115,2,15,39,8,1,19,8,5,86,60,1,0,2,7,3,0,7,2,4,2,0,0,1,0,49,3,0,2,2,17,30,1,1,0,0,1,0,8,0,50,6,399,0,37,1,27,828,43,5
D20210512T162319_IFCB102,4,56,175,6,0,7,56,1,101,210,1,0,6,7,11,1,8,3,36,0,0,0,0,1,240,19,0,0,3,51,22,0,0,0,1,2,1,0,0,19,49,318,0,4,1,23,4417,213,14
D20210512T164317_IFCB115,3,20,33,6,0,18,4,6,97,58,0,0,1,0,5,0,8,3,6,0,0,0,0,1,43,3,0,0,2,23,28,0,0,0,0,0,0,10,1,58,9,403,0,41,1,26,756,63,3
D20210512T164739_IFCB102,0,39,94,7,0,14,49,3,133,371,0,1,5,2,5,2,2,0,16,0,0,0,0,0,183,14,0,1,5,41,36,0,0,0,1,2,1,1,0,24,25,262,0,1,0,17,4618,162,13
D20210512T170738_IFCB115,1,18,29,5,1,16,7,2,91,67,0,1,3,3,2,1,11,0,3,0,1,0,0,0,43,5,0,1,3,20,30,0,0,0,0,1,0,11,0,60,3,410,1,38,1,27,801,52,4
D20210512T171200_IFCB102,3,40,115,6,0,17,111,8,156,352,2,0,3,1,7,0,6,0,37,0,0,0,0,0,389,37,0,2,3,74,52,0,0,1,0,3,0,2,2,34,68,773,0,4,3,46,4671,420,29
D20210512T173435_IFCB115,0,1,11,3,0,6,0,2,34,5,0,0,1,0,3,0,0,1,1,0,1,0,0,0,7,0,0,0,1,5,9,0,0,0,0,0,0,10,1,22,1,240,1,30,2,18,199,18,1
D20210512T173621_IFCB102,0,21,47,10,0,21,37,3,132,515,1,2,1,0,11,0,12,0,21,0,0,0,0,0,150,10,0,0,1,21,39,0,0,0,0,3,0,1,1,23,39,326,0,4,0,24,5520,168,13
D20210512T175856_IFCB115,1,4,4,4,0,6,0,2,41,14,0,0,1,4,6,0,2,2,0,1,1,0,1,0,5,1,0,0,0,2,11,0,0,0,0,0,0,3,8,20,2,206,1,21,0,18,195,14,1
D20210512T180042_IFCB102,0,12,44,7,1,28,22,7,129,513,1,0,1,2,7,0,3,1,13,0,0,0,0,0,127,6,0,0,1,25,41,0,0,0,0,0,0,5,1,32,81,310,0,3,0,27,6062,140,5
D20210512T182317_IFCB115,2,4,3,7,0,4,0,2,32,9,0,0,0,1,0,0,0,3,1,2,0,0,0,0,5,1,0,0,0,5,3,0,0,0,0,0,0,11,1,26,0,216,0,31,2,16,210,15,1
D20210512T185542_IFCB102,5,29,85,9,0,18,20,7,145,549,1,0,4,0,12,0,6,0,14,0,0,0,1,0,186,18,0,0,7,30,41,0,0,0,1,3,0,2,3,35,40,480,0,2,1,25,4513,181,11
D20210512T192002_IFCB102,2,34,94,6,0,17,32,4,175,519,1,0,1,1,19,0,2,1,15,0,0,0,0,0,166,8,0,0,3,26,44,0,0,0,0,3,0,3,4,38,60,411,1,1,1,37,4714,173,10
D20210512T194422_IFCB102,3,22,67,14,0,20,17,4,163,607,1,1,3,1,5,1,5,1,15,0,1,0,0,0,113,13,0,1,4,30,46,0,0,0,0,1,0,2,4,36,56,363,0,2,0,30,4967,135,8
D20210512T200843_IFCB102,4,19,44,9,0,31,16,7,163,583,0,0,1,1,9,0,8,0,12,0,0,0,0,0,90,8,0,0,2,29,42,0,0,0,0,0,0,2,3,44,67,323,0,0,1,19,5623,141,6
D20210512T203304_IFCB102,1,9,37,3,0,22,20,3,130,544,1,0,2,1,4,0,2,2,16,0,1,0,0,0,86,5,0,2,2,24,34,0,0,0,0,2,0,4,0,33,47,265,0,1,0,21,5846,111,8
D20210512T205724_IFCB102,2,15,30,6,0,18,13,7,135,526,1,0,4,0,6,0,4,0,13,0,0,0,1,0,77,7,0,0,1,17,36,0,0,0,0,2,0,3,1,22,66,252,0,0,0,18,5987,132,3
D20210512T212145_IFCB102,0,21,38,10,0,18,8,3,147,506,2,0,4,1,5,0,8,0,14,0,0,0,0,0,103,8,0,1,5,26,37,0,0,0,0,1,0,3,1,49,54,343,0,3,0,25,5699,131,5
D20210512T214606_IFCB102,4,19,44,7,2,30,20,4,144,567,0,1,0,2,7,0,6,1,14,0,0,0,0,0,113,8,0,1,1,21,36,0,0,0,0,6,0,3,1,37,75,315,0,3,0,20,5720,148,9
D20210512T221026_IFCB102,3,15,49,4,0,26,25,4,129,536,1,1,2,2,12,1,4,0,11,0,0,0,0,0,93,11,0,1,1,23,28,0,0,0,0,1,0,1,1,33,55,331,0,2,0,24,5657,152,8
D20210512T223447_IFCB102,7,18,44,3,0,23,13,4,140,541,2,0,1,0,5,0,3,0,21,0,0,0,0,0,107,4,0,0,0,16,44,0,0,1,0,0,0,1,2,32,69,401,0,1,2,21,5414,142,3
D20210512T225908_IFCB102,4,13,35,9,0,20,16,6,141,547,3,0,2,0,3,0,5,0,11,0,0,0,0,0,78,4,0,0,1,13,28,0,0,0,0,0,0,0,0,29,62,302,0,0,0,29,5531,104,1
D20210512T232329_IFCB102,4,18,41,7,1,27,22,7,146,544,1,3,1,3,9,0,8,1,17,0,0,0,2,0,108,8,0,0,3,10,44,0,1,0,0,0,0,4,4,43,75,306,0,1,0,24,5346,154,6
D20210512T234749_IFCB102,4,11,48,6,0,16,12,2,127,543,0,1,1,1,6,0,8,0,12,0,0,0,1,0,84,7,0,1,2,11,42,0,0,0,0,2,0,3,2,34,58,279,1,0,0,22,5472,148,4
D20210513T001209_IFCB102,4,28,46,12,0,26,20,2,134,544,1,0,0,3,10,0,5,1,18,0,0,0,0,0,113,3,0,1,1,31,34,0,1,0,0,0,0,5,0,36,68,372,0,5,0,32,5192,156,9
D20210513T003630_IFCB102,5,19,60,5,1,21,24,11,135,558,1,1,0,0,7,0,2,0,11,0,0,0,0,0,119,5,0,1,1,19,31,0,0,0,0,0,0,0,2,45,56,352,2,2,3,28,5204,186,7
D20210513T010050_IFCB102,5,28,52,12,0,20,21,4,169,548,0,0,1,1,9,0,11,1,14,0,0,1,0,0,98,9,0,1,2,21,47,0,0,0,0,2,0,3,3,41,52,353,0,1,0,26,4936,136,3
D20210513T012511_IFCB102,4,23,91,6,0,13,24,3,135,536,1,2,0,0,5,0,4,0,20,1,0,0,0,0,159,10,1,0,5,16,35,0,0,0,0,2,0,6,1,46,37,382,0,2,1,23,4557,187,8
D20210513T014932_IFCB102,5,55,144,10,0,14,27,7,130,365,0,0,1,1,8,0,6,0,17,0,0,0,2,0,203,16,0,2,5,30,33,0,1,0,0,2,1,2,2,46,45,390,0,4,1,26,4235,177,16
D20210513T021353_IFCB102,3,57,117,14,0,12,28,4,119,356,1,0,3,4,12,0,8,1,19,0,0,0,0,0,189,15,0,0,10,30,32,1,0,0,0,1,0,2,0,41,51,377,0,1,0,25,4269,180,11
D20210513T023813_IFCB102,7,66,176,8,0,18,34,5,99,284,0,1,6,2,14,1,8,0,12,0,0,0,0,0,268,22,0,0,5,29,27,0,0,1,0,1,0,6,2,48,44,406,0,5,0,28,4108,188,14
D20210513T030234_IFCB102,2,84,201,8,0,10,29,3,115,237,1,0,3,2,6,0,10,2,13,0,0,0,0,0,315,25,0,0,4,31,30,0,0,0,0,1,0,2,2,42,41,489,0,6,0,34,3923,216,11
D20210513T032655_IFCB102,3,98,217,11,1,14,35,5,103,183,0,1,1,4,7,0,3,4,11,0,0,0,0,0,341,20,0,0,10,34,28,0,0,0,0,2,0,4,4,34,39,477,0,4,0,35,3665,254,22
D20210513T035116_IFCB102,5,124,256,11,0,6,20,3,102,140,0,2,4,6,9,2,9,1,20,0,1,0,0,0,450,28,0,1,2,48,28,0,1,1,0,1,2,5,4,43,35,528,0,5,1,40,3318,302,36
D20210513T041537_IFCB102,3,162,285,13,1,4,31,4,86,136,0,1,5,2,12,0,11,1,18,0,0,0,0,0,485,32,0,0,5,44,31,0,0,0,0,1,0,6,1,35,41,493,0,3,0,39,2959,332,33
D20210513T043958_IFCB102,2,203,257,12,0,5,29,3,100,94,0,1,1,8,6,0,14,1,11,0,0,0,2,1,572,38,0,1,1,53,33,0,0,0,0,4,3,7,0,32,36,503,0,5,0,53,2575,313,47
D20210513T050418_IFCB102,1,227,276,13,0,2,36,2,87,127,0,0,2,4,15,0,32,4,21,0,0,0,0,0,603,30,0,0,2,58,41,0,0,0,0,3,1,4,1,29,31,536,0,6,2,51,2497,288,56
D20210513T052839_IFCB102,5,55,160,7,1,13,21,5,118,382,0,0,4,4,5,0,11,0,22,0,0,0,1,0,269,20,0,1,1,32,43,0,0,0,0,3,2,4,0,38,42,498,0,0,0,53,3397,203,12
D20210513T055300_IFCB102,6,68,155,9,0,14,30,7,123,392,0,1,6,5,12,0,8,0,12,0,0,1,1,1,301,18,0,1,8,25,32,0,1,0,0,2,0,2,5,34,46,496,0,1,1,48,3348,215,18
D20210513T061721_IFCB102,4,219,282,15,0,4,35,4,98,132,0,0,4,7,9,0,15,1,16,0,0,0,0,0,610,38,0,0,1,56,24,0,0,0,0,4,1,0,2,35,41,553,0,6,0,76,2378,276,92
D20210513T064142_IFCB102,5,206,284,12,1,5,40,8,112,107,0,1,3,5,7,0,8,2,15,0,0,0,1,2,550,33,0,1,5,52,29,0,1,0,2,6,1,4,0,41,41,521,0,4,1,72,2677,297,76
D20210513T070602_IFCB102,4,153,293,9,1,2,30,2,89,117,0,1,3,7,16,0,16,2,15,0,0,0,0,1,531,49,0,2,8,63,26,0,0,0,0,1,0,2,1,47,32,469,2,4,0,81,2968,268,67
D20210513T073023_IFCB102,1,140,222,18,0,5,31,5,112,151,0,3,7,4,10,1,7,1,21,0,0,0,0,1,419,22,0,0,6,39,22,0,0,0,0,3,1,2,0,28,33,476,0,6,0,46,3312,244,54
D20210513T075444_IFCB102,6,89,201,8,0,9,30,3,94,276,3,0,1,6,13,0,1,0,15,0,0,0,0,0,325,11,0,0,5,40,35,0,0,0,0,1,0,1,0,40,30,421,0,5,1,41,3571,198,24
D20210513T081903_IFCB102,4,74,183,13,1,12,22,3,123,340,0,0,4,4,11,0,6,2,15,0,0,0,0,0,233,16,0,1,2,34,29,0,0,0,0,2,2,1,0,36,36,452,0,2,0,33,3773,198,15
D20210513T084324_IFCB102,1,55,131,14,0,13,23,4,121,389,1,0,3,3,7,0,2,0,11,0,0,1,0,0,230,9,0,1,3,42,35,0,0,0,0,4,0,9,0,43,42,510,0,3,0,40,3593,212,20
D20210513T090744_IFCB102,5,40,124,10,0,17,36,5,151,411,1,0,3,5,9,0,5,0,17,0,1,1,1,0,292,22,0,1,1,41,42,0,0,0,0,2,1,22,1,44,51,541,0,5,1,40,3650,285,15
D20210513T093205_IFCB102,1,46,154,5,1,21,35,5,147,368,2,0,0,7,6,0,10,1,20,0,0,0,0,1,265,17,0,1,7,38,39,0,0,0,1,3,1,20,1,42,34,554,0,5,1,46,3647,206,10
D20210513T095626_IFCB102,2,55,143,12,0,23,32,1,135,358,1,0,1,2,8,0,7,0,20,0,1,0,0,1,268,20,0,1,3,32,43,0,0,0,0,3,1,23,0,51,25,428,0,4,0,32,3691,209,20
D20210513T102047_IFCB102,5,49,170,8,0,22,38,4,138,340,1,0,3,6,8,1,5,1,16,0,1,0,2,0,236,11,0,0,3,35,42,0,1,0,0,4,1,22,1,57,40,454,0,4,1,31,3381,214,16
D20210513T104508_IFCB102,5,60,142,11,0,17,30,6,147,360,3,1,4,5,4,1,7,1,20,0,0,0,0,0,254,12,0,1,3,47,40,1,0,0,1,3,3,16,0,38,36,439,0,2,0,19,3540,210,15
D20210513T110929_IFCB102,5,48,121,11,0,22,30,9,150,308,2,0,2,3,8,1,7,1,19,0,0,1,0,0,222,17,0,4,4,31,50,0,0,0,0,1,0,18,0,42,37,436,0,3,1,14,3520,200,12
D20210513T113350_IFCB102,5,50,122,9,0,20,26,5,152,323,0,2,2,3,5,0,5,0,18,0,0,2,0,0,193,16,0,0,6,36,50,0,0,1,0,2,0,31,21,36,34,425,0,4,4,15,3950,235,7
D20210513T115810_IFCB102,6,48,157,10,0,23,33,5,153,320,2,5,2,7,11,0,8,5,14,0,0,0,1,0,261,18,0,0,5,40,53,0,0,0,0,1,0,28,1,47,27,539,0,10,1,40,3390,229,16
D20210513T122231_IFCB102,4,39,95,10,1,11,50,8,147,310,0,0,2,4,5,0,9,0,13,0,0,1,0,0,362,22,0,0,11,35,58,0,0,0,1,3,0,37,1,59,38,775,0,2,1,60,3800,340,16
D20210513T124652_IFCB102,12,48,127,10,0,10,46,13,119,187,0,0,1,3,7,0,7,0,17,1,1,0,1,0,358,17,0,0,4,39,62,0,1,0,0,2,0,61,2,83,35,830,0,10,4,64,2851,296,22
D20210513T131111_IFCB102,9,80,195,8,0,10,21,6,129,121,0,0,1,2,6,0,8,0,20,0,0,0,1,0,299,19,0,0,6,38,54,0,0,0,0,3,0,92,1,61,15,643,0,10,1,43,2699,292,9
D20210513T133532_IFCB102,5,74,183,11,1,5,20,7,122,122,0,1,2,0,3,1,3,0,32,0,0,0,0,0,270,19,0,0,11,29,55,0,1,0,0,4,0,92,0,56,28,579,0,6,0,55,2977,265,12
D20210513T135953_IFCB102,6,96,218,4,0,7,37,11,155,170,0,0,2,7,9,0,7,2,26,0,0,0,1,0,351,29,0,0,10,55,60,1,0,0,0,6,0,47,2,67,53,633,1,8,1,43,3373,322,22
D20210513T142414_IFCB102,2,75,247,9,0,13,20,8,123,145,1,0,3,5,12,0,7,1,26,0,0,0,0,0,362,20,0,2,10,36,34,0,0,0,0,3,0,39,0,43,24,507,0,9,2,24,3206,210,8
D20210513T144834_IFCB102,2,104,266,12,0,13,20,4,124,116,0,1,4,8,4,0,8,0,23,0,0,0,1,0,334,30,0,1,13,53,44,0,0,0,0,5,0,46,1,45,42,583,0,6,3,36,3161,303,10
D20210513T152249_IFCB115,7,103,215,10,1,12,16,5,135,42,1,0,2,4,2,0,9,5,6,0,0,0,0,0,214,17,0,0,8,44,22,0,1,0,0,1,1,21,4,42,3,412,0,35,1,25,1284,79,17
D20210513T154334_IFCB102,7,78,253,7,0,7,25,6,112,107,0,1,6,5,6,0,10,1,26,0,0,0,3,0,296,33,0,0,3,42,30,0,0,0,0,2,0,65,1,38,36,568,0,1,1,22,2727,227,23
D20210513T154712_IFCB115,7,108,172,15,0,6,23,3,163,44,2,0,3,3,9,0,10,7,6,0,0,0,0,0,217,15,0,0,9,35,21,1,0,0,2,0,0,20,2,51,10,357,1,35,0,23,1238,55,21
D20210513T160755_IFCB102,9,59,202,14,0,11,35,7,126,143,1,1,2,1,6,0,6,1,34,0,0,0,0,0,328,25,0,0,13,36,68,0,0,1,0,5,0,93,1,65,29,1014,0,13,0,58,3386,274,17
D20210513T161134_IFCB115,3,101,121,8,1,17,14,3,144,41,0,1,2,5,11,0,9,2,5,0,0,0,1,2,192,17,0,0,12,48,15,0,0,0,0,0,0,14,2,52,7,326,0,24,0,32,1212,55,17
D20210513T163213_IFCB102,5,55,160,11,0,8,29,4,131,147,0,1,1,2,7,0,6,0,32,0,0,0,0,1,293,19,0,1,13,42,40,0,0,0,0,2,0,114,0,49,28,557,0,11,1,28,3335,239,10
D20210513T164713_IFCB115,5,76,128,5,0,19,21,4,146,74,0,1,1,5,8,0,7,1,9,0,0,0,0,0,164,13,0,0,25,36,21,0,1,0,0,5,0,13,1,75,14,357,2,29,0,20,1518,44,6
D20210513T165631_IFCB102,5,31,99,6,0,14,29,3,131,189,0,0,5,2,6,0,6,1,18,0,0,0,0,0,186,17,0,1,6,22,55,0,0,0,0,3,1,113,1,56,30,596,0,10,0,26,3576,209,8
D20210513T171135_IFCB115,14,72,138,17,0,19,24,3,150,83,2,1,2,5,7,0,11,1,11,1,1,0,0,1,145,16,0,0,12,29,29,0,0,0,0,5,0,17,6,53,7,328,0,31,1,18,1506,39,7
D20210513T172051_IFCB102,3,21,73,9,0,19,24,2,149,248,1,2,2,1,2,0,3,0,19,0,0,0,0,0,168,12,0,0,2,18,65,0,0,0,0,4,1,87,1,42,43,616,0,5,1,23,3906,197,9
D20210513T173557_IFCB115,4,62,128,20,0,24,14,3,163,64,0,2,0,6,10,0,6,2,7,0,0,0,1,0,157,10,0,2,7,30,16,0,3,0,0,1,1,7,3,36,9,319,0,17,0,25,1471,50,5
D20210513T174509_IFCB102,2,23,75,7,0,15,30,2,161,304,0,1,1,4,8,1,6,0,21,0,1,0,0,0,159,13,0,0,3,22,49,0,0,0,0,4,0,56,0,41,39,391,0,1,1,17,4613,183,10
D20210513T180515_IFCB115,7,95,137,17,1,15,39,4,201,63,0,2,5,9,11,0,11,1,8,0,0,0,2,1,203,14,0,0,17,39,17,0,0,0,0,5,1,11,2,61,15,401,0,48,1,24,1538,54,8
