pid,Amoeba,Bacteriastrum,Chaetoceros,Ciliophora,Copepod_nauplii,Cryptophyta,Cylindrotheca,Dictyocha,Dinophyceae,Dinophyceae_morphotype3,Eutintinnus,Gonyaulax,Guinardia_striata,Gyrodinium,Katodinium_or_Torodinium,Laboea_strobila,Leptocylindrus_mediterraneus,Oxytoxum,Phaeocystis,Pleuronema,Pronoctiluca,Proterythropsis,Protoperidinium,Pseliodinium,Pseudo-nitzschia,Rhizosolenia,Strombidium_inclinatum,Strombidium_morphotype1,Syracosphaera_pulchra,Thalassionema,Thalassiosira,Tiarina_fusus,Tripos,Tripos_furca,Tripos_fusus,Tripos_lineatus,Warnowia,bead,bubble,coccolithophorid,colony,detritus,detritus_theca_fragment,detritus_transparent,fecal_pellet,fiber,nanoplankton_mix,pennate,seta
D20210507T063825_IFCB102,3,206,116,10,1,1,10,0,122,183,0,3,4,14,10,1,23,1,21,0,0,0,1,0,480,43,0,0,2,44,35,0,0,1,0,9,1,7,6,30,46,252,0,3,0,22,1897,119,151
D20210507T064544_IFCB115,2,58,44,11,0,1,8,1,71,16,0,0,2,4,4,1,7,0,1,0,0,0,0,0,305,27,0,0,1,27,26,0,0,0,0,0,1,40,38,24,3,386,0,28,1,11,253,87,31
D20210507T070243_IFCB102,4,202,160,4,0,4,10,3,121,180,0,0,2,8,11,3,37,1,10,0,0,0,1,1,482,30,0,0,1,60,25,0,1,0,0,9,1,7,7,26,35,221,2,1,1,10,1952,105,124
D20210507T071222_IFCB115,0,1,0,3,0,1,0,0,22,2,0,0,1,0,0,0,2,1,0,0,0,0,0,0,43,1,0,0,4,4,6,0,0,0,0,0,0,26,27,10,0,261,0,80,1,14,190,26,2
D20210507T072701_IFCB102,1,274,158,5,1,2,10,2,124,173,0,1,2,17,8,0,20,1,19,1,0,0,0,0,589,52,0,1,4,67,30,0,0,0,0,14,2,5,2,25,40,271,1,3,0,20,1828,139,175
D20210507T073643_IFCB115,0,5,4,5,0,2,2,1,13,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,33,4,0,1,0,4,2,0,0,0,0,0,0,31,15,15,0,257,0,76,1,24,164,45,4
D20210507T075120_IFCB102,2,223,131,7,0,4,12,2,140,143,1,1,0,14,14,0,30,0,13,0,0,1,1,1,596,43,0,0,4,66,30,0,0,0,1,10,0,5,4,42,38,262,1,6,3,16,1912,156,144
D20210507T080104_IFCB115,0,1,3,4,0,2,0,1,21,2,0,0,0,0,3,0,1,3,0,0,0,0,0,0,38,1,0,0,3,2,2,0,0,0,0,0,0,42,10,11,1,263,1,63,0,15,159,29,1
D20210507T081538_IFCB102,0,254,144,7,0,1,19,1,123,129,0,3,3,13,11,1,30,0,12,0,0,2,2,1,582,38,0,0,4,79,25,0,0,1,1,8,0,0,4,32,43,306,0,2,0,17,1948,134,145
D20210507T083956_IFCB102,1,245,159,8,0,4,10,1,125,172,0,0,6,9,20,1,28,0,17,0,0,0,0,0,590,48,0,1,2,69,28,0,0,0,0,7,0,0,6,23,40,303,0,2,0,28,1983,150,163
D20210507T090415_IFCB102,1,258,150,6,1,5,19,4,138,123,2,1,2,13,12,3,34,1,15,0,0,0,0,0,657,45,0,1,1,78,26,0,0,0,2,6,1,3,7,30,34,316,1,3,0,27,1957,190,153
D20210507T092833_IFCB102,0,263,141,12,0,4,17,0,145,137,0,2,5,6,15,1,29,0,17,0,0,2,0,1,650,46,0,2,0,88,44,0,0,1,1,11,1,1,5,26,43,305,1,9,0,15,2012,160,151
D20210507T095251_IFCB102,5,262,142,5,2,5,18,4,121,147,0,2,1,17,9,3,37,1,11,0,0,0,0,0,679,49,0,0,2,75,32,0,0,0,2,12,0,3,1,40,36,297,0,2,1,24,1831,167,204
D20210507T101710_IFCB102,2,260,183,14,0,1,16,2,120,147,0,2,11,14,13,5,25,0,13,0,0,0,1,1,642,49,0,1,1,87,39,1,0,0,0,11,0,3,2,28,33,305,0,4,1,18,1599,140,171
D20210507T104128_IFCB102,2,244,137,7,1,3,20,3,105,141,0,1,2,10,12,1,30,0,14,0,0,1,1,0,619,48,0,1,0,64,21,1,0,0,1,14,1,3,4,24,40,266,1,4,1,18,1692,157,195
D20210507T110546_IFCB102,1,255,130,9,0,4,21,0,116,139,0,1,7,17,11,3,37,3,13,0,0,0,1,0,624,61,0,0,2,69,26,0,0,0,2,4,0,5,3,25,37,270,2,1,1,23,1635,155,181
D20210507T120044_IFCB102,3,264,140,5,0,1,19,1,114,114,0,0,2,4,14,2,26,0,18,1,0,0,2,0,578,42,0,1,1,56,25,0,0,0,0,7,1,5,2,36,34,343,0,2,1,25,1585,148,138
D20210507T122505_IFCB102,3,243,163,14,1,2,21,3,118,122,1,0,1,7,14,1,32,1,19,0,0,0,1,1,691,60,0,0,3,64,28,0,0,0,1,8,3,7,2,29,50,314,1,3,0,21,1655,151,150
D20210507T124926_IFCB102,1,221,154,7,0,6,18,2,116,114,1,3,3,15,19,0,27,0,22,0,0,0,0,0,602,39,0,3,2,70,25,0,0,0,0,4,0,2,1,25,42,280,0,5,1,21,1639,171,159
D20210507T131346_IFCB102,2,269,282,9,0,6,33,1,122,117,0,0,5,12,18,1,27,1,17,0,0,0,0,0,642,31,0,0,1,72,24,0,0,0,0,3,3,1,4,21,53,348,1,3,5,19,1520,214,157
D20210507T133804_IFCB102,4,240,222,11,0,3,21,0,115,129,1,4,2,15,17,2,26,1,15,0,0,1,2,0,560,35,0,0,0,80,29,0,0,0,0,4,4,1,4,28,43,306,0,4,0,16,1564,186,170
D20210507T140222_IFCB102,2,229,222,11,1,5,24,3,136,147,1,0,2,12,10,1,23,1,20,0,0,1,0,0,579,46,0,0,0,71,24,0,0,1,4,14,0,1,5,24,38,312,0,3,0,33,1748,167,155
D20210507T142641_IFCB102,0,262,252,13,0,2,19,3,116,123,0,2,7,7,12,3,34,1,8,0,0,0,2,0,657,36,0,1,3,93,23,1,0,0,1,8,1,0,1,19,39,329,0,9,1,28,1775,184,193
D20210507T145059_IFCB102,0,235,249,10,0,5,21,1,131,134,0,1,3,6,20,2,28,0,21,0,0,0,0,0,563,41,0,0,0,97,24,0,0,0,0,8,3,2,5,22,44,327,0,3,3,35,1793,170,144
D20210507T151518_IFCB102,4,210,201,12,0,4,25,3,121,127,0,2,5,5,10,1,30,0,22,0,0,0,0,0,586,48,0,1,1,69,24,1,1,0,0,2,2,1,3,41,47,311,0,1,1,27,1824,201,164
D20210507T153840_IFCB115,1,9,31,6,1,4,6,0,74,11,0,4,2,1,11,0,0,1,1,0,0,0,0,0,182,22,0,0,4,16,20,0,0,0,0,8,0,38,11,19,2,285,0,4,0,6,214,34,7
D20210507T153936_IFCB102,2,208,273,8,1,5,29,1,152,126,0,0,10,17,13,3,43,1,15,0,0,0,0,1,666,43,0,1,0,82,37,1,0,0,2,9,3,2,4,31,33,334,1,3,0,27,1878,193,177
D20210507T160301_IFCB115,0,20,28,6,0,5,3,1,70,7,0,1,0,0,5,0,1,0,1,0,0,0,0,1,133,10,0,0,5,10,20,0,1,0,2,3,0,39,8,21,2,270,0,5,1,11,231,33,4
D20210507T160355_IFCB102,4,183,202,10,0,7,20,0,120,106,0,0,2,11,17,2,26,1,22,1,0,1,1,0,539,29,0,1,2,78,19,0,0,0,0,12,0,0,5,23,36,328,0,5,2,27,1923,187,135
D20210507T162723_IFCB115,2,12,14,7,0,5,7,1,63,2,0,0,0,5,1,0,0,1,0,0,0,0,0,0,144,8,0,0,2,8,8,0,1,1,0,2,0,44,14,13,3,258,0,9,1,7,238,28,4
D20210507T162814_IFCB102,2,126,285,7,1,4,31,2,140,84,0,1,1,10,8,3,47,0,17,0,0,0,1,1,359,20,0,0,4,45,23,0,0,0,0,3,3,1,0,19,37,287,0,2,1,20,1733,163,86
D20210507T165232_IFCB102,4,97,358,7,0,3,40,0,125,172,0,0,5,8,18,4,33,1,14,0,0,1,1,1,244,30,1,2,3,67,23,1,0,0,1,10,2,0,3,17,28,261,0,6,0,26,2056,160,42
D20210507T165759_IFCB115,1,159,147,11,0,3,28,1,128,22,0,3,0,16,15,0,29,2,16,0,1,0,0,0,442,51,0,1,2,54,16,0,0,0,0,4,2,39,17,29,8,338,1,24,2,3,571,80,62
D20210507T171651_IFCB102,0,56,291,8,0,4,52,1,151,168,0,3,5,10,13,5,20,2,18,0,3,0,1,1,157,6,0,0,5,35,25,0,0,0,0,6,5,2,2,23,36,225,0,5,2,21,2345,173,40
D20210507T172222_IFCB115,3,157,159,10,0,4,27,4,122,14,0,0,2,19,17,2,38,1,10,0,0,2,1,0,464,24,0,0,2,58,19,0,0,0,0,10,3,44,9,24,9,322,0,31,1,8,570,72,62
D20210507T174109_IFCB102,1,37,231,11,1,3,63,0,174,130,1,4,5,4,12,1,22,3,16,0,0,0,1,0,114,14,0,1,13,26,22,0,0,1,1,2,2,0,1,34,23,250,0,3,2,13,2336,118,24
D20210507T174647_IFCB115,3,155,140,11,2,1,12,1,115,19,2,0,2,14,8,1,41,0,8,0,0,0,2,0,434,36,0,0,1,47,20,3,0,0,2,6,2,35,8,21,5,289,0,19,4,9,580,76,46
D20210507T180528_IFCB102,1,37,200,3,0,6,53,0,176,131,0,2,6,9,12,0,27,1,16,0,0,1,0,0,121,12,0,0,18,29,27,0,1,0,1,5,1,0,4,34,23,220,0,1,0,5,2286,119,21
D20210507T181844_IFCB115,1,42,26,6,0,2,8,1,57,5,1,0,1,0,3,0,2,1,2,0,0,0,0,0,182,20,0,0,0,14,19,0,0,0,0,0,2,29,7,10,2,238,0,9,1,7,308,69,14
D20210507T182946_IFCB102,2,33,231,8,2,3,53,0,191,117,1,1,2,13,16,2,20,1,13,1,0,0,1,1,112,12,0,1,20,25,27,0,0,0,1,8,3,1,4,35,26,205,0,7,1,12,2222,155,23
D20210507T184306_IFCB115,0,36,24,4,0,5,2,0,46,11,0,0,1,4,3,0,7,1,2,2,0,0,1,0,153,17,0,0,1,18,22,0,0,0,0,0,1,44,6,18,4,211,0,16,1,11,269,62,16
D20210507T190729_IFCB115,0,35,18,6,1,1,2,1,59,11,0,0,0,5,2,0,4,1,1,0,0,0,0,0,167,20,0,0,0,16,16,0,0,0,0,0,0,37,24,11,4,218,0,14,1,7,275,59,20
D20210507T192030_IFCB102,1,23,197,5,0,2,38,1,156,123,0,1,4,11,14,0,21,2,12,0,0,0,0,1,114,14,0,1,21,22,20,1,0,0,0,7,2,14,0,36,22,207,0,5,0,11,2731,176,14
D20210507T193939_IFCB115,1,1,4,4,0,2,3,0,30,7,0,0,0,0,3,0,1,0,1,0,0,0,0,0,19,4,0,1,0,8,2,0,0,0,0,0,0,36,8,25,2,188,0,10,1,9,231,30,1
D20210507T194449_IFCB102,1,19,187,7,0,2,27,0,145,143,0,1,4,5,14,0,12,2,23,0,0,1,0,1,141,14,0,0,8,23,29,1,0,0,0,1,1,5,1,29,22,230,0,2,0,13,2415,201,10
D20210507T200401_IFCB115,0,3,5,8,0,0,2,0,39,7,0,0,1,3,0,0,1,1,0,0,0,0,0,0,22,4,0,0,1,2,5,0,0,0,0,0,0,25,9,15,0,199,0,5,1,5,208,30,2
D20210507T200908_IFCB102,0,22,125,5,1,5,16,2,175,401,0,0,5,5,16,0,28,1,7,0,0,0,0,2,241,16,0,0,4,13,29,1,0,0,0,7,1,9,0,16,15,215,0,1,0,19,2120,157,16
D20210507T202822_IFCB115,1,6,2,4,0,0,0,0,39,12,0,0,0,2,3,0,1,0,0,0,1,0,0,0,19,4,0,0,0,4,1,0,0,0,0,0,1,28,10,13,0,185,0,10,0,8,246,26,0
D20210507T203326_IFCB102,0,27,76,4,0,5,35,0,148,298,1,0,7,2,8,0,33,0,9,0,0,0,2,1,234,10,0,0,0,42,29,0,0,0,1,3,0,10,0,23,23,218,0,1,1,15,2099,181,6
D20210507T205744_IFCB102,2,25,103,6,0,3,38,1,141,185,0,0,17,7,10,1,13,1,18,0,0,0,0,0,105,9,0,0,6,82,20,0,0,0,0,4,3,7,1,20,22,180,0,2,0,18,2213,176,16
D20210507T210029_IFCB115,0,2,2,5,0,6,1,0,27,6,0,0,0,0,5,0,2,1,0,0,0,0,0,0,5,3,0,0,0,2,5,0,0,0,0,0,0,17,54,12,0,184,0,20,0,7,197,21,2
D20210507T212202_IFCB102,1,44,114,7,0,6,23,1,186,376,0,4,17,5,11,0,17,0,11,0,0,0,1,0,159,12,0,1,2,67,36,0,0,0,0,9,1,108,0,30,34,271,2,1,3,17,2483,170,16
D20210507T212450_IFCB115,1,0,1,6,0,0,0,0,29,2,0,0,0,1,4,0,6,1,0,1,0,0,0,0,9,1,0,0,1,7,9,0,0,0,0,0,0,23,4,4,0,184,1,21,2,10,176,30,0
D20210507T214621_IFCB102,6,36,102,6,0,10,30,0,190,261,1,1,7,7,16,1,19,0,8,0,0,0,0,0,160,16,0,1,4,96,27,0,0,0,1,11,0,139,2,25,39,246,0,4,1,8,1999,188,22
D20210507T214911_IFCB115,0,2,1,6,0,6,1,0,17,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10,2,0,0,2,2,2,0,0,0,0,0,1,16,7,6,1,190,0,17,0,7,156,21,1
D20210507T221040_IFCB102,1,29,80,4,0,5,32,0,139,182,1,1,9,5,10,0,30,0,9,0,0,0,0,0,173,12,0,0,2,74,29,0,0,1,0,7,0,101,2,24,47,262,0,1,0,15,1762,172,10
D20210507T223458_IFCB102,1,20,74,7,2,8,26,7,210,499,1,2,6,4,19,0,25,0,16,0,0,0,0,0,189,16,0,0,1,40,28,0,0,0,1,10,0,24,0,28,16,219,0,1,0,11,1688,117,13
D20210507T225916_IFCB102,0,23,114,4,0,7,31,1,183,334,0,1,30,6,16,1,27,0,9,0,0,0,0,0,149,16,0,0,3,97,30,0,0,0,0,7,1,47,0,36,32,226,0,4,0,13,2276,157,15
D20210507T232335_IFCB102,0,20,49,6,0,8,11,2,256,719,1,1,20,7,16,0,36,1,19,0,0,0,0,0,150,13,0,1,2,39,42,0,1,0,0,10,1,63,0,23,32,256,0,2,0,19,1811,142,13
D20210507T234753_IFCB102,2,13,105,3,0,4,29,1,173,238,0,0,21,6,7,0,18,0,9,0,0,0,2,0,85,10,0,1,12,88,27,0,0,0,1,5,2,6,0,38,27,226,1,2,0,15,3138,161,20
D20210508T001211_IFCB102,0,19,50,0,0,11,8,1,156,447,0,0,2,4,10,0,30,0,10,0,0,0,0,0,172,11,0,0,4,20,26,0,0,0,0,3,1,13,0,39,17,258,0,4,1,14,2612,136,5
D20210508T003630_IFCB102,1,10,28,6,0,9,13,6,135,490,0,1,3,4,19,0,23,0,17,0,0,0,0,0,251,9,0,1,0,20,29,1,0,0,0,3,1,55,1,33,34,344,3,4,0,22,2063,190,13
D20210508T010048_IFCB102,0,8,35,5,0,5,7,4,125,566,0,1,3,3,15,1,13,0,19,0,0,0,0,0,259,8,0,0,2,27,19,1,0,0,0,6,0,86,0,27,34,411,0,2,3,33,3088,176,5
D20210508T012506_IFCB102,2,6,19,2,1,4,9,4,110,538,1,1,2,2,9,0,8,0,10,0,0,0,1,0,159,8,1,0,1,14,25,0,0,0,0,3,0,30,1,32,21,348,0,2,1,16,3333,159,5
D20210508T014925_IFCB102,0,2,22,5,0,5,7,2,154,286,0,0,0,4,15,0,11,0,15,0,0,0,0,0,92,11,0,0,13,18,21,0,0,0,0,2,1,77,0,44,18,218,0,5,1,13,3639,85,2
D20210508T021344_IFCB102,1,10,22,0,0,8,13,3,143,429,1,1,2,2,8,0,10,0,4,0,0,0,0,0,89,8,0,0,7,17,23,0,0,0,0,4,0,16,0,33,9,193,1,7,1,12,3504,92,5
D20210508T023804_IFCB102,0,10,12,3,2,15,1,11,89,428,2,0,1,2,12,0,11,0,8,0,0,0,0,0,40,4,0,0,1,7,23,0,0,0,1,4,0,18,0,16,28,215,0,2,0,11,3454,131,2
D20210508T030223_IFCB102,3,38,31,9,0,17,6,3,108,292,0,0,3,2,15,0,39,0,17,0,1,0,1,0,140,9,0,0,0,11,25,0,0,0,1,4,6,46,1,11,26,247,0,3,1,24,2414,202,11
D20210508T032641_IFCB102,2,34,43,4,0,11,3,5,121,410,0,0,2,0,14,0,34,1,14,0,0,0,1,0,157,14,0,0,1,14,17,0,0,0,1,4,2,30,2,11,33,287,1,4,3,12,2728,172,8
D20210508T035059_IFCB102,2,11,25,3,0,3,10,2,120,230,0,0,2,4,17,0,11,1,7,1,0,0,0,1,126,7,0,0,8,23,19,0,0,0,1,2,1,50,0,30,20,208,1,4,1,17,2414,100,5
D20210508T041517_IFCB102,0,4,20,5,0,3,8,0,122,532,1,0,2,5,18,0,11,1,9,0,0,0,1,1,124,8,0,1,8,15,20,0,0,0,0,2,1,43,0,46,16,233,0,3,0,17,2948,108,7
D20210508T043936_IFCB102,1,6,20,3,0,4,6,2,136,515,2,0,4,6,12,0,18,1,7,0,1,0,0,0,104,6,0,0,6,13,24,0,0,0,0,1,3,30,3,39,17,224,0,5,1,17,3063,96,2
D20210508T050354_IFCB102,0,8,16,3,1,5,6,0,110,317,0,1,2,5,15,0,7,1,6,0,0,0,0,0,71,4,0,0,9,9,21,1,0,0,0,4,0,26,3,49,12,158,0,3,0,12,3359,83,5
D20210508T052812_IFCB102,0,10,27,0,0,5,7,1,112,327,0,1,1,2,16,0,8,1,3,0,0,0,1,0,67,0,0,0,8,16,14,0,0,0,0,1,1,2,0,32,9,151,0,4,0,8,3436,67,4
D20210508T055230_IFCB102,0,4,19,2,0,5,5,1,164,303,0,0,5,6,13,0,3,0,8,0,0,0,0,2,56,3,0,0,18,10,15,0,0,0,0,1,1,4,0,48,7,181,0,2,1,6,4717,60,2
D20210508T061649_IFCB102,0,5,13,2,0,3,3,3,121,206,0,1,5,2,7,0,16,0,8,0,0,0,0,0,53,2,0,0,19,9,15,0,1,0,0,0,0,22,0,50,12,186,0,6,0,10,4177,56,7
D20210508T064107_IFCB102,2,7,20,5,0,2,11,0,104,226,0,2,7,4,7,0,10,0,5,1,0,2,0,0,67,6,0,0,15,3,26,0,0,0,0,3,1,12,0,55,12,149,0,0,1,14,3905,63,4
D20210508T070525_IFCB102,2,7,27,6,0,3,10,0,120,256,0,1,6,5,7,0,9,0,10,0,0,0,0,0,84,11,0,0,14,10,21,0,0,0,0,0,1,25,1,46,16,228,0,3,0,14,3756,78,7
D20210508T072943_IFCB102,2,10,18,2,0,2,9,1,116,385,0,1,2,3,14,0,14,0,5,0,0,2,0,1,66,9,0,0,7,11,12,0,0,0,2,0,0,12,0,47,21,171,0,3,0,10,3208,71,3
D20210508T075402_IFCB102,1,7,35,2,1,3,13,1,124,385,0,0,11,6,17,0,12,0,6,1,0,0,1,0,81,4,0,0,2,17,22,0,0,0,0,3,1,10,1,52,19,205,0,1,1,15,2648,97,5
D20210508T081820_IFCB102,1,6,50,5,0,5,8,1,135,265,0,1,17,4,14,0,11,1,9,0,0,0,0,0,106,5,0,0,5,26,27,0,1,0,1,3,0,19,0,48,13,212,0,3,1,16,2552,91,9
D20210508T091318_IFCB102,1,5,50,4,0,8,15,1,142,351,0,2,7,5,8,0,7,0,9,0,0,0,0,1,50,9,0,0,5,13,31,0,0,1,0,3,1,15,1,30,27,257,1,2,0,12,2872,102,7
D20210508T093739_IFCB102,1,4,26,6,1,21,11,1,169,576,0,1,5,5,13,0,11,1,18,0,0,0,0,1,59,4,0,0,4,11,29,0,0,0,0,6,0,19,1,33,37,222,0,1,1,9,3605,115,5
D20210508T100200_IFCB102,1,5,17,9,0,18,10,8,218,726,0,0,2,3,10,0,5,1,9,0,0,0,1,0,40,3,0,0,2,6,57,0,1,0,0,3,0,11,0,39,34,249,0,0,0,8,4068,99,0
D20210508T102621_IFCB102,2,8,22,7,2,13,10,10,230,752,2,1,0,2,5,0,12,0,7,0,0,0,1,1,43,2,0,0,4,3,43,0,0,0,0,1,0,22,0,47,45,257,0,1,1,11,4267,99,1
D20210508T105042_IFCB102,1,1,11,13,0,11,9,6,223,761,2,1,5,4,8,0,3,0,20,0,0,0,1,2,42,3,0,0,4,4,46,0,0,0,0,1,0,2,0,30,41,285,1,2,0,17,4215,133,2
D20210508T111503_IFCB102,2,5,11,8,0,15,6,16,222,741,2,2,2,3,10,0,2,0,9,0,0,0,0,0,52,7,0,0,3,11,49,0,0,0,1,2,0,8,2,31,24,296,0,4,0,14,4291,104,3
D20210508T113923_IFCB102,2,2,5,5,0,10,6,6,170,715,0,0,3,3,5,0,0,1,15,0,0,0,0,0,33,3,0,0,0,5,34,0,0,0,0,1,0,9,0,32,45,262,0,3,0,8,4549,97,4
D20210508T120344_IFCB102,2,12,5,10,0,9,7,4,183,764,1,0,1,3,14,0,3,0,8,0,0,0,0,0,34,4,0,0,0,10,47,0,1,0,0,1,0,19,1,36,25,296,1,5,0,9,4547,101,2
D20210508T122804_IFCB102,0,3,8,8,1,12,4,8,220,657,3,0,0,3,11,0,0,0,10,0,0,0,0,0,45,0,0,0,1,5,53,0,0,0,0,0,0,37,0,39,48,278,0,1,2,8,4040,108,3
D20210508T125225_IFCB102,1,5,6,3,0,14,5,6,217,603,2,0,0,3,12,0,0,0,11,0,1,0,0,0,41,2,1,0,0,7,48,0,0,0,0,2,0,17,0,37,36,272,0,1,1,9,4522,107,1
D20210508T131645_IFCB102,0,2,5,3,0,11,3,10,184,655,0,0,4,1,4,0,0,0,18,0,0,0,0,0,46,3,0,1,1,4,34,0,0,0,1,0,0,19,0,27,20,224,0,0,1,12,4795,128,2
D20210508T134105_IFCB102,1,4,8,5,2,18,1,10,205,741,3,2,1,2,9,0,0,0,13,0,0,0,1,0,27,2,0,2,2,7,41,0,0,0,0,1,1,18,1,23,34,219,0,0,0,6,4927,116,0
D20210508T140525_IFCB102,2,7,2,9,0,12,5,10,217,679,2,1,1,1,18,0,0,1,19,0,0,0,0,0,20,6,0,0,1,6,28,0,0,0,0,0,0,8,0,34,50,214,0,3,0,5,5179,142,2
D20210508T142945_IFCB102,2,2,6,3,0,13,1,3,190,604,2,1,2,3,9,0,1,0,13,0,0,0,0,0,30,2,0,0,0,6,45,0,0,1,0,1,0,12,0,29,56,238,0,2,0,12,5452,122,0
D20210508T145405_IFCB102,3,2,5,6,1,16,5,9,201,662,0,1,1,2,5,0,2,0,20,0,0,0,0,0,25,1,0,0,2,6,41,0,0,0,0,1,1,6,0,30,40,234,0,3,3,9,5348,128,2
D20210508T151826_IFCB102,1,4,5,5,0,13,4,9,210,649,2,0,0,4,8,0,1,0,18,0,0,0,1,0,24,3,0,0,0,5,42,0,0,1,0,3,0,10,1,32,34,209,0,4,0,20,5350,95,0
D20210508T154247_IFCB102,5,0,4,5,0,14,4,10,222,634,2,0,1,0,8,0,1,0,18,1,0,0,0,0,36,2,0,0,2,6,54,0,0,0,0,2,0,6,1,24,42,275,0,2,1,9,5091,153,0
D20210508T160706_IFCB102,2,3,5,5,0,9,0,14,228,662,3,1,2,1,8,0,1,0,15,0,0,0,1,0,26,2,0,0,1,2,43,0,0,0,0,1,0,7,0,40,37,227,0,3,0,14,5143,114,1
D20210508T163127_IFCB102,0,5,6,7,1,12,2,10,221,679,5,0,2,2,3,0,0,0,10,0,0,0,0,0,20,1,0,1,0,3,31,0,0,0,0,2,0,3,0,36,40,215,1,3,1,9,5080,96,2
D20210508T165548_IFCB102,2,2,0,5,0,7,1,3,204,623,2,0,0,3,5,0,1,0,10,0,1,1,0,0,21,1,0,0,2,2,40,0,1,0,0,4,0,1,0,35,38,261,0,2,0,5,5177,82,0
D20210508T172009_IFCB102,3,4,2,3,1,8,0,5,209,676,4,0,2,2,8,0,0,1,12,0,0,0,0,0,21,1,0,0,0,5,43,0,0,0,0,1,0,7,0,40,48,213,0,3,1,9,5222,95,0
D20210508T174430_IFCB102,3,2,1,9,2,6,0,7,209,758,1,1,1,4,7,0,1,1,13,0,0,0,0,0,26,0,0,0,2,8,37,1,0,0,0,2,1,3,0,34,51,206,0,1,0,10,5197,106,3
D20210508T180850_IFCB102,0,2,3,4,0,13,0,7,197,704,2,1,0,1,7,1,0,1,16,0,0,0,0,0,28,1,0,0,1,8,19,0,1,0,0,1,0,9,0,28,48,240,0,2,0,8,5185,70,1
D20210508T183311_IFCB102,1,1,4,4,0,13,1,6,219,744,0,1,2,2,4,0,0,1,13,0,0,0,0,0,17,1,0,0,2,3,43,0,1,0,0,1,0,6,1,19,41,228,0,3,2,7,5299,74,2
D20210508T185731_IFCB102,2,3,3,5,0,11,4,8,195,678,0,0,0,2,4,0,0,0,15,0,0,0,0,0,21,2,0,0,0,6,40,0,0,0,0,2,0,10,1,42,52,253,0,1,0,11,5052,86,1
D20210508T192152_IFCB102,1,2,1,4,0,9,2,4,207,655,2,0,1,5,8,0,0,0,15,0,0,0,0,0,26,3,0,0,0,5,37,0,1,0,0,0,1,3,0,27,41,207,1,0,0,15,5159,104,0
D20210508T194613_IFCB102,1,2,3,4,0,8,1,5,195,764,2,0,1,2,8,0,0,0,11,1,0,0,0,0,30,2,0,0,0,2,41,0,0,0,0,1,0,9,0,19,44,241,0,2,1,13,5103,71,1
D20210508T201032_IFCB102,0,1,4,7,1,8,2,11,206,729,2,0,2,3,8,0,0,0,14,1,0,0,0,0,30,0,0,0,0,3,34,0,0,0,0,3,0,9,0,37,50,219,0,2,0,8,5046,99,0
D20210508T203452_IFCB102,2,2,2,4,0,6,2,11,217,752,6,0,0,1,4,0,1,2,12,0,0,0,0,0,24,2,0,0,0,0,37,0,0,0,0,0,0,5,1,24,45,238,1,1,0,10,4999,78,0
D20210508T205912_IFCB102,1,1,1,6,1,18,0,13,235,739,2,1,1,2,12,0,1,0,9,0,0,0,0,0,34,1,0,3,1,4,42,0,0,0,0,2,0,8,1,36,35,256,1,1,0,11,4675,90,1
D20210508T212333_IFCB102,2,2,5,9,0,15,0,7,201,764,0,0,1,3,5,0,1,1,11,0,0,0,1,0,63,2,0,1,0,5,25,0,0,0,0,1,0,6,2,29,37,254,0,0,1,15,4575,111,0
D20210508T214753_IFCB102,0,2,8,4,0,8,0,14,145,646,2,0,0,0,5,0,1,0,18,0,0,0,0,0,67,1,0,1,3,2,29,0,0,0,0,4,0,3,0,37,49,277,0,3,1,13,4940,182,0
D20210508T221213_IFCB102,1,2,5,4,0,18,0,15,169,637,6,0,1,2,6,0,0,0,20,0,0,0,0,0,56,2,0,0,2,3,26,0,0,0,1,1,0,5,0,30,41,235,0,0,0,7,4972,160,1
D20210508T223633_IFCB102,2,2,5,7,0,8,0,15,186,687,2,2,0,0,9,0,0,0,18,0,0,0,0,0,46,0,0,0,1,1,26,0,0,0,0,0,0,6,0,28,48,293,0,2,1,4,4897,169,0
D20210508T230054_IFCB102,2,1,4,5,0,15,3,11,182,701,5,0,0,1,6,0,1,0,15,0,0,0,0,0,28,3,0,1,0,3,40,0,0,0,0,0,0,8,1,35,41,260,0,2,2,8,4668,115,0
D20210508T232513_IFCB102,3,1,6,9,1,9,4,11,149,660,1,1,2,2,12,0,1,1,15,0,0,0,0,0,9,0,0,0,0,2,33,0,0,0,0,1,0,8,1,36,43,253,0,1,0,13,4681,137,1
D20210508T234934_IFCB102,1,3,0,4,0,9,2,6,165,696,5,1,1,2,7,0,1,0,11,0,0,0,0,0,19,1,0,0,1,4,33,0,0,1,0,2,0,5,0,46,42,264,0,0,0,7,4605,148,1
D20210509T001354_IFCB102,2,2,6,1,0,16,0,12,177,730,2,0,3,1,7,0,1,0,16,0,0,0,0,0,17,0,0,1,1,7,27,0,0,0,0,1,0,3,0,25,47,275,0,2,0,7,4406,147,1
D20210509T003815_IFCB102,0,4,2,4,0,10,3,10,196,702,0,1,0,1,11,0,0,0,14,0,0,0,2,0,38,2,0,0,0,0,35,0,0,0,0,3,0,3,2,43,38,251,0,1,1,9,4444,166,0
