k-epsilon,ePBL,CVmix,datetime
-79.5,-79.5,-79.5,05-Apr-2021 01:00:00
-90.5,-86.5,-82.5,05-Apr-2021 01:30:00
-87.5,-87.5,-84.5,05-Apr-2021 02:00:00
-88.5,-89.5,-85.5,05-Apr-2021 02:30:00
-90.5,-91.5,-86.5,05-Apr-2021 03:00:00
-91.5,-92.5,-87.5,05-Apr-2021 03:30:00
-92.5,-94.5,-88.5,05-Apr-2021 04:00:00
-92.5,-95.5,-89.5,05-Apr-2021 04:30:00
-93.5,-95.5,-90.5,05-Apr-2021 05:00:00
-94.5,-96.5,-90.5,05-Apr-2021 05:30:00
-94.5,-96.5,-91.5,05-Apr-2021 06:00:00
-94.5,-96.5,-91.5,05-Apr-2021 06:30:00
-95.5,-96.5,-92.5,05-Apr-2021 07:00:00
-95.5,-96.5,-92.5,05-Apr-2021 07:30:00
-95.5,-96.5,-92.5,05-Apr-2021 08:00:00
-95.5,-96.5,-92.5,05-Apr-2021 08:30:00
-94.5,-96.5,-92.5,05-Apr-2021 09:00:00
-93.5,-95.5,-92.5,05-Apr-2021 09:30:00
-92.5,-95.5,-92.5,05-Apr-2021 10:00:00
-91.5,-93.5,-91.5,05-Apr-2021 10:30:00
-90.5,-91.5,-89.5,05-Apr-2021 11:00:00
-87.5,-89.5,-86.5,05-Apr-2021 11:30:00
-82.5,-86.5,-76.5,05-Apr-2021 12:00:00
-74.5,-82.5,-3.5,05-Apr-2021 12:30:00
-47.5,-79.5,-3.5,05-Apr-2021 13:00:00
-8.5,-75.5,-3.5,05-Apr-2021 13:30:00
-4.5,-47.5,-2.5,05-Apr-2021 14:00:00
-4.5,-7.5,-2.5,05-Apr-2021 14:30:00
-4.5,-6.5,-2.5,05-Apr-2021 15:00:00
-4.5,-6.5,-3.5,05-Apr-2021 15:30:00
-5.5,-8.5,-5.5,05-Apr-2021 16:00:00
-8.5,-34.5,-14.5,05-Apr-2021 16:30:00
-26.5,-73.5,-34.5,05-Apr-2021 17:00:00
-74.5,-81.5,-68.5,05-Apr-2021 17:30:00
-82.5,-86.5,-77.5,05-Apr-2021 18:00:00
-86.5,-89.5,-81.5,05-Apr-2021 18:30:00
-89.5,-91.5,-84.5,05-Apr-2021 19:00:00
-91.5,-94.5,-86.5,05-Apr-2021 19:30:00
-93.5,-95.5,-87.5,05-Apr-2021 20:00:00
-94.5,-96.5,-89.5,05-Apr-2021 20:30:00
-95.5,-96.5,-90.5,05-Apr-2021 21:00:00
-95.5,-96.5,-90.5,05-Apr-2021 21:30:00
-95.5,-97.5,-91.5,05-Apr-2021 22:00:00
-95.5,-97.5,-92.5,05-Apr-2021 22:30:00
-95.5,-97.5,-92.5,05-Apr-2021 23:00:00
-95.5,-97.5,-93.5,05-Apr-2021 23:30:00
-95.5,-97.5,-93.5,06-Apr-2021 00:00:00
-96.5,-98.5,-93.5,06-Apr-2021 00:30:00
-96.5,-98.5,-94.5,06-Apr-2021 01:00:00
-96.5,-98.5,-94.5,06-Apr-2021 01:30:00
-96.5,-98.5,-94.5,06-Apr-2021 02:00:00
-96.5,-98.5,-95.5,06-Apr-2021 02:30:00
-96.5,-99.5,-95.5,06-Apr-2021 03:00:00
-96.5,-99.5,-95.5,06-Apr-2021 03:30:00
-96.5,-99.5,-95.5,06-Apr-2021 04:00:00
-96.5,-99.5,-95.5,06-Apr-2021 04:30:00
-97.5,-99.5,-95.5,06-Apr-2021 05:00:00
-97.5,-99.5,-96.5,06-Apr-2021 05:30:00
-97.5,-99.5,-96.5,06-Apr-2021 06:00:00
-97.5,-100.5,-96.5,06-Apr-2021 06:30:00
-97.5,-100.5,-96.5,06-Apr-2021 07:00:00
-97.5,-100.5,-96.5,06-Apr-2021 07:30:00
-97.5,-99.5,-97.5,06-Apr-2021 08:00:00
-97.5,-99.5,-97.5,06-Apr-2021 08:30:00
-97.5,-99.5,-97.5,06-Apr-2021 09:00:00
-97.5,-98.5,-97.5,06-Apr-2021 09:30:00
-97.5,-98.5,-97.5,06-Apr-2021 10:00:00
-96.5,-97.5,-97.5,06-Apr-2021 10:30:00
-96.5,-97.5,-97.5,06-Apr-2021 11:00:00
-96.5,-96.5,-97.5,06-Apr-2021 11:30:00
-96.5,-96.5,-96.5,06-Apr-2021 12:00:00
-95.5,-96.5,-96.5,06-Apr-2021 12:30:00
-95.5,-96.5,-96.5,06-Apr-2021 13:00:00
-95.5,-96.5,-96.5,06-Apr-2021 13:30:00
-95.5,-96.5,-96.5,06-Apr-2021 14:00:00
-94.5,-96.5,-96.5,06-Apr-2021 14:30:00
-94.5,-96.5,-96.5,06-Apr-2021 15:00:00
-94.5,-96.5,-96.5,06-Apr-2021 15:30:00
-94.5,-96.5,-96.5,06-Apr-2021 16:00:00
-94.5,-96.5,-95.5,06-Apr-2021 16:30:00
-94.5,-96.5,-95.5,06-Apr-2021 17:00:00
-94.5,-96.5,-96.5,06-Apr-2021 17:30:00
-94.5,-96.5,-96.5,06-Apr-2021 18:00:00
-95.5,-96.5,-96.5,06-Apr-2021 18:30:00
-95.5,-96.5,-96.5,06-Apr-2021 19:00:00
-96.5,-96.5,-97.5,06-Apr-2021 19:30:00
-96.5,-97.5,-97.5,06-Apr-2021 20:00:00
-96.5,-97.5,-97.5,06-Apr-2021 20:30:00
-97.5,-97.5,-97.5,06-Apr-2021 21:00:00
-97.5,-97.5,-97.5,06-Apr-2021 21:30:00
-97.5,-98.5,-98.5,06-Apr-2021 22:00:00
-97.5,-98.5,-98.5,06-Apr-2021 22:30:00
-97.5,-98.5,-98.5,06-Apr-2021 23:00:00
-97.5,-98.5,-98.5,06-Apr-2021 23:30:00
-97.5,-98.5,-98.5,07-Apr-2021 00:00:00
-98.5,-98.5,-98.5,07-Apr-2021 00:30:00
-98.5,-99.5,-98.5,07-Apr-2021 01:00:00
-98.5,-99.5,-99.5,07-Apr-2021 01:30:00
-99.5,-99.5,-99.5,07-Apr-2021 02:00:00
-99.5,-99.5,-99.5,07-Apr-2021 02:30:00
-99.5,-100.5,-99.5,07-Apr-2021 03:00:00
-99.5,-100.5,-99.5,07-Apr-2021 03:30:00
-99.5,-100.5,-99.5,07-Apr-2021 04:00:00
-99.5,-100.5,-99.5,07-Apr-2021 04:30:00
-99.5,-100.5,-99.5,07-Apr-2021 05:00:00
-100.5,-100.5,-100.5,07-Apr-2021 05:30:00
-100.5,-101.5,-100.5,07-Apr-2021 06:00:00
-100.5,-101.5,-100.5,07-Apr-2021 06:30:00
-100.5,-101.5,-100.5,07-Apr-2021 07:00:00
-100.5,-102.5,-100.5,07-Apr-2021 07:30:00
-100.5,-101.5,-100.5,07-Apr-2021 08:00:00
-100.5,-101.5,-100.5,07-Apr-2021 08:30:00
-100.5,-101.5,-100.5,07-Apr-2021 09:00:00
-100.5,-101.5,-100.5,07-Apr-2021 09:30:00
-100.5,-101.5,-100.5,07-Apr-2021 10:00:00
-100.5,-101.5,-100.5,07-Apr-2021 10:30:00
-100.5,-101.5,-100.5,07-Apr-2021 11:00:00
-100.5,-101.5,-100.5,07-Apr-2021 11:30:00
-100.5,-101.5,-100.5,07-Apr-2021 12:00:00
-100.5,-101.5,-100.5,07-Apr-2021 12:30:00
-100.5,-101.5,-100.5,07-Apr-2021 13:00:00
-100.5,-101.5,-100.5,07-Apr-2021 13:30:00
-100.5,-101.5,-99.5,07-Apr-2021 14:00:00
-95.5,-101.5,-65.5,07-Apr-2021 14:30:00
-20.5,-101.5,-22.5,07-Apr-2021 15:00:00
-8.5,-101.5,-12.5,07-Apr-2021 15:30:00
-6.5,-100.5,-6.5,07-Apr-2021 16:00:00
-5.5,-97.5,-7.5,07-Apr-2021 16:30:00
-5.5,-33.5,-6.5,07-Apr-2021 17:00:00
-6.5,-42.5,-14.5,07-Apr-2021 17:30:00
-18.5,-100.5,-32.5,07-Apr-2021 18:00:00
-76.5,-101.5,-57.5,07-Apr-2021 18:30:00
-100.5,-101.5,-91.5,07-Apr-2021 19:00:00
-100.5,-101.5,-97.5,07-Apr-2021 19:30:00
-100.5,-101.5,-99.5,07-Apr-2021 20:00:00
-100.5,-101.5,-100.5,07-Apr-2021 20:30:00
-100.5,-101.5,-100.5,07-Apr-2021 21:00:00
-100.5,-101.5,-100.5,07-Apr-2021 21:30:00
-101.5,-101.5,-100.5,07-Apr-2021 22:00:00
-101.5,-101.5,-100.5,07-Apr-2021 22:30:00
-101.5,-101.5,-100.5,07-Apr-2021 23:00:00
-101.5,-101.5,-100.5,07-Apr-2021 23:30:00
-101.5,-101.5,-100.5,08-Apr-2021 00:00:00
-101.5,-101.5,-100.5,08-Apr-2021 00:30:00
-101.5,-101.5,-100.5,08-Apr-2021 01:00:00
-101.5,-101.5,-100.5,08-Apr-2021 01:30:00
-101.5,-102.5,-101.5,08-Apr-2021 02:00:00
-101.5,-102.5,-101.5,08-Apr-2021 02:30:00
-101.5,-102.5,-101.5,08-Apr-2021 03:00:00
-101.5,-102.5,-101.5,08-Apr-2021 03:30:00
-101.5,-102.5,-101.5,08-Apr-2021 04:00:00
-101.5,-102.5,-101.5,08-Apr-2021 04:30:00
-101.5,-102.5,-101.5,08-Apr-2021 05:00:00
-101.5,-102.5,-101.5,08-Apr-2021 05:30:00
-101.5,-103.5,-102.5,08-Apr-2021 06:00:00
-101.5,-103.5,-102.5,08-Apr-2021 06:30:00
-101.5,-103.5,-102.5,08-Apr-2021 07:00:00
-101.5,-103.5,-102.5,08-Apr-2021 07:30:00
-101.5,-103.5,-102.5,08-Apr-2021 08:00:00
-101.5,-103.5,-102.5,08-Apr-2021 08:30:00
-101.5,-103.5,-102.5,08-Apr-2021 09:00:00
-101.5,-103.5,-102.5,08-Apr-2021 09:30:00
-101.5,-103.5,-102.5,08-Apr-2021 10:00:00
-101.5,-103.5,-102.5,08-Apr-2021 10:30:00
-101.5,-102.5,-101.5,08-Apr-2021 11:00:00
-101.5,-101.5,-101.5,08-Apr-2021 11:30:00
-101.5,-100.5,-100.5,08-Apr-2021 12:00:00
-101.5,-95.5,-84.5,08-Apr-2021 12:30:00
-13.5,-13.5,-7.5,08-Apr-2021 13:00:00
-10.5,-10.5,-7.5,08-Apr-2021 13:30:00
-12.5,-12.5,-9.5,08-Apr-2021 14:00:00
-17.5,-15.5,-11.5,08-Apr-2021 14:30:00
-22.5,-21.5,-15.5,08-Apr-2021 15:00:00
-29.5,-30.5,-21.5,08-Apr-2021 15:30:00
-37.5,-40.5,-32.5,08-Apr-2021 16:00:00
-45.5,-49.5,-45.5,08-Apr-2021 16:30:00
-51.5,-57.5,-59.5,08-Apr-2021 17:00:00
-56.5,-61.5,-67.5,08-Apr-2021 17:30:00
-59.5,-64.5,-70.5,08-Apr-2021 18:00:00
-54.5,-57.5,-52.5,08-Apr-2021 18:30:00
-37.5,-30.5,-11.5,08-Apr-2021 19:00:00
-19.5,-14.5,-5.5,08-Apr-2021 19:30:00
-17.5,-13.5,-6.5,08-Apr-2021 20:00:00
-19.5,-13.5,-7.5,08-Apr-2021 20:30:00
-23.5,-16.5,-11.5,08-Apr-2021 21:00:00
-34.5,-26.5,-23.5,08-Apr-2021 21:30:00
-48.5,-45.5,-50.5,08-Apr-2021 22:00:00
-61.5,-60.5,-69.5,08-Apr-2021 22:30:00
-75.5,-70.5,-84.5,08-Apr-2021 23:00:00
-92.5,-86.5,-92.5,08-Apr-2021 23:30:00
-101.5,-92.5,-96.5,09-Apr-2021 00:00:00
-101.5,-95.5,-98.5,09-Apr-2021 00:30:00
-101.5,-96.5,-98.5,09-Apr-2021 01:00:00
-101.5,-97.5,-99.5,09-Apr-2021 01:30:00
-101.5,-99.5,-100.5,09-Apr-2021 02:00:00
-101.5,-99.5,-100.5,09-Apr-2021 02:30:00
-101.5,-100.5,-100.5,09-Apr-2021 03:00:00
-101.5,-101.5,-100.5,09-Apr-2021 03:30:00
-101.5,-101.5,-101.5,09-Apr-2021 04:00:00
-101.5,-102.5,-101.5,09-Apr-2021 04:30:00
-101.5,-102.5,-101.5,09-Apr-2021 05:00:00
-101.5,-103.5,-101.5,09-Apr-2021 05:30:00
-101.5,-103.5,-101.5,09-Apr-2021 06:00:00
-101.5,-103.5,-102.5,09-Apr-2021 06:30:00
-101.5,-103.5,-102.5,09-Apr-2021 07:00:00
-101.5,-103.5,-102.5,09-Apr-2021 07:30:00
-101.5,-103.5,-102.5,09-Apr-2021 08:00:00
-101.5,-103.5,-102.5,09-Apr-2021 08:30:00
-101.5,-102.5,-102.5,09-Apr-2021 09:00:00
-101.5,-101.5,-102.5,09-Apr-2021 09:30:00
-101.5,-101.5,-102.5,09-Apr-2021 10:00:00
-101.5,-100.5,-101.5,09-Apr-2021 10:30:00
-100.5,-99.5,-101.5,09-Apr-2021 11:00:00
-99.5,-97.5,-100.5,09-Apr-2021 11:30:00
-98.5,-95.5,-100.5,09-Apr-2021 12:00:00
-97.5,-93.5,-99.5,09-Apr-2021 12:30:00
-96.5,-92.5,-98.5,09-Apr-2021 13:00:00
-95.5,-90.5,-98.5,09-Apr-2021 13:30:00
-94.5,-89.5,-97.5,09-Apr-2021 14:00:00
-94.5,-89.5,-98.5,09-Apr-2021 14:30:00
-95.5,-91.5,-99.5,09-Apr-2021 15:00:00
-95.5,-93.5,-100.5,09-Apr-2021 15:30:00
-96.5,-94.5,-101.5,09-Apr-2021 16:00:00
-98.5,-97.5,-102.5,09-Apr-2021 16:30:00
-99.5,-100.5,-103.5,09-Apr-2021 17:00:00
-100.5,-102.5,-104.5,09-Apr-2021 17:30:00
-101.5,-103.5,-104.5,09-Apr-2021 18:00:00
-102.5,-105.5,-104.5,09-Apr-2021 18:30:00
-103.5,-106.5,-105.5,09-Apr-2021 19:00:00
-104.5,-109.5,-105.5,09-Apr-2021 19:30:00
-105.5,-110.5,-105.5,09-Apr-2021 20:00:00
-106.5,-111.5,-105.5,09-Apr-2021 20:30:00
-106.5,-111.5,-106.5,09-Apr-2021 21:00:00
-107.5,-112.5,-106.5,09-Apr-2021 21:30:00
-108.5,-112.5,-106.5,09-Apr-2021 22:00:00
-108.5,-112.5,-106.5,09-Apr-2021 22:30:00
-109.5,-112.5,-106.5,09-Apr-2021 23:00:00
-109.5,-113.5,-106.5,09-Apr-2021 23:30:00
-110.5,-113.5,-107.5,10-Apr-2021 00:00:00
-110.5,-113.5,-107.5,10-Apr-2021 00:30:00
-110.5,-113.5,-107.5,10-Apr-2021 01:00:00
-111.5,-114.5,-107.5,10-Apr-2021 01:30:00
-111.5,-114.5,-107.5,10-Apr-2021 02:00:00
-111.5,-114.5,-107.5,10-Apr-2021 02:30:00
-112.5,-115.5,-108.5,10-Apr-2021 03:00:00
-112.5,-115.5,-108.5,10-Apr-2021 03:30:00
-112.5,-115.5,-108.5,10-Apr-2021 04:00:00
-112.5,-115.5,-108.5,10-Apr-2021 04:30:00
-113.5,-115.5,-108.5,10-Apr-2021 05:00:00
-113.5,-115.5,-108.5,10-Apr-2021 05:30:00
-113.5,-115.5,-108.5,10-Apr-2021 06:00:00
-113.5,-116.5,-108.5,10-Apr-2021 06:30:00
-114.5,-116.5,-109.5,10-Apr-2021 07:00:00
-114.5,-116.5,-109.5,10-Apr-2021 07:30:00
-114.5,-116.5,-109.5,10-Apr-2021 08:00:00
-114.5,-116.5,-109.5,10-Apr-2021 08:30:00
-114.5,-117.5,-109.5,10-Apr-2021 09:00:00
-114.5,-117.5,-109.5,10-Apr-2021 09:30:00
-114.5,-117.5,-109.5,10-Apr-2021 10:00:00
-114.5,-117.5,-109.5,10-Apr-2021 10:30:00
-114.5,-117.5,-109.5,10-Apr-2021 11:00:00
-114.5,-117.5,-109.5,10-Apr-2021 11:30:00
-114.5,-118.5,-109.5,10-Apr-2021 12:00:00
-114.5,-118.5,-109.5,10-Apr-2021 12:30:00
-114.5,-116.5,-109.5,10-Apr-2021 13:00:00
-114.5,-115.5,-108.5,10-Apr-2021 13:30:00
-113.5,-114.5,-108.5,10-Apr-2021 14:00:00
-113.5,-112.5,-107.5,10-Apr-2021 14:30:00
-113.5,-112.5,-107.5,10-Apr-2021 15:00:00
-113.5,-111.5,-107.5,10-Apr-2021 15:30:00
-113.5,-111.5,-107.5,10-Apr-2021 16:00:00
-113.5,-111.5,-107.5,10-Apr-2021 16:30:00
-113.5,-112.5,-108.5,10-Apr-2021 17:00:00
-113.5,-113.5,-108.5,10-Apr-2021 17:30:00
-114.5,-115.5,-109.5,10-Apr-2021 18:00:00
-114.5,-116.5,-109.5,10-Apr-2021 18:30:00
-114.5,-117.5,-109.5,10-Apr-2021 19:00:00
-114.5,-118.5,-109.5,10-Apr-2021 19:30:00
-114.5,-119.5,-109.5,10-Apr-2021 20:00:00
-114.5,-119.5,-109.5,10-Apr-2021 20:30:00
-114.5,-119.5,-109.5,10-Apr-2021 21:00:00
-115.5,-119.5,-109.5,10-Apr-2021 21:30:00
-115.5,-119.5,-110.5,10-Apr-2021 22:00:00
-115.5,-119.5,-110.5,10-Apr-2021 22:30:00
-115.5,-119.5,-110.5,10-Apr-2021 23:00:00
-115.5,-119.5,-110.5,10-Apr-2021 23:30:00
-115.5,-119.5,-110.5,11-Apr-2021 00:00:00
-115.5,-119.5,-110.5,11-Apr-2021 00:30:00
-115.5,-119.5,-110.5,11-Apr-2021 01:00:00
-116.5,-119.5,-111.5,11-Apr-2021 01:30:00
-116.5,-119.5,-111.5,11-Apr-2021 02:00:00
-116.5,-119.5,-111.5,11-Apr-2021 02:30:00
-116.5,-119.5,-111.5,11-Apr-2021 03:00:00
-116.5,-119.5,-111.5,11-Apr-2021 03:30:00
-116.5,-119.5,-111.5,11-Apr-2021 04:00:00
-117.5,-120.5,-111.5,11-Apr-2021 04:30:00
-117.5,-120.5,-111.5,11-Apr-2021 05:00:00
-117.5,-120.5,-111.5,11-Apr-2021 05:30:00
-117.5,-120.5,-111.5,11-Apr-2021 06:00:00
-117.5,-120.5,-111.5,11-Apr-2021 06:30:00
-117.5,-121.5,-111.5,11-Apr-2021 07:00:00
-118.5,-121.5,-112.5,11-Apr-2021 07:30:00
-118.5,-121.5,-112.5,11-Apr-2021 08:00:00
-118.5,-121.5,-112.5,11-Apr-2021 08:30:00
-118.5,-121.5,-112.5,11-Apr-2021 09:00:00
-118.5,-121.5,-112.5,11-Apr-2021 09:30:00
-118.5,-121.5,-112.5,11-Apr-2021 10:00:00
-118.5,-121.5,-112.5,11-Apr-2021 10:30:00
-118.5,-121.5,-112.5,11-Apr-2021 11:00:00
-118.5,-120.5,-112.5,11-Apr-2021 11:30:00
-118.5,-119.5,-112.5,11-Apr-2021 12:00:00
-118.5,-118.5,-111.5,11-Apr-2021 12:30:00
-118.5,-117.5,-111.5,11-Apr-2021 13:00:00
-118.5,-115.5,-111.5,11-Apr-2021 13:30:00
-118.5,-113.5,-110.5,11-Apr-2021 14:00:00
-118.5,-111.5,-109.5,11-Apr-2021 14:30:00
-118.5,-110.5,-109.5,11-Apr-2021 15:00:00
-117.5,-107.5,-108.5,11-Apr-2021 15:30:00
-116.5,-104.5,-107.5,11-Apr-2021 16:00:00
-112.5,-98.5,-104.5,11-Apr-2021 16:30:00
-95.5,-90.5,-99.5,11-Apr-2021 17:00:00
-84.5,-87.5,-97.5,11-Apr-2021 17:30:00
-83.5,-86.5,-97.5,11-Apr-2021 18:00:00
-92.5,-91.5,-102.5,11-Apr-2021 18:30:00
-108.5,-98.5,-106.5,11-Apr-2021 19:00:00
-116.5,-104.5,-109.5,11-Apr-2021 19:30:00
-118.5,-110.5,-110.5,11-Apr-2021 20:00:00
-118.5,-113.5,-111.5,11-Apr-2021 20:30:00
-118.5,-116.5,-111.5,11-Apr-2021 21:00:00
-119.5,-118.5,-112.5,11-Apr-2021 21:30:00
-119.5,-119.5,-112.5,11-Apr-2021 22:00:00
-119.5,-121.5,-112.5,11-Apr-2021 22:30:00
-120.5,-121.5,-113.5,11-Apr-2021 23:00:00
-120.5,-122.5,-113.5,11-Apr-2021 23:30:00
-120.5,-123.5,-113.5,12-Apr-2021 00:00:00
-121.5,-124.5,-113.5,12-Apr-2021 00:30:00
-121.5,-124.5,-114.5,12-Apr-2021 01:00:00
-121.5,-125.5,-114.5,12-Apr-2021 01:30:00
-121.5,-125.5,-114.5,12-Apr-2021 02:00:00
-122.5,-126.5,-114.5,12-Apr-2021 02:30:00
-122.5,-126.5,-114.5,12-Apr-2021 03:00:00
-122.5,-126.5,-114.5,12-Apr-2021 03:30:00
-122.5,-127.5,-114.5,12-Apr-2021 04:00:00
-122.5,-127.5,-114.5,12-Apr-2021 04:30:00
-122.5,-128.5,-114.5,12-Apr-2021 05:00:00
-122.5,-128.5,-114.5,12-Apr-2021 05:30:00
-122.5,-128.5,-115.5,12-Apr-2021 06:00:00
-122.5,-128.5,-115.5,12-Apr-2021 06:30:00
-122.5,-128.5,-115.5,12-Apr-2021 07:00:00
-122.5,-128.5,-115.5,12-Apr-2021 07:30:00
-122.5,-128.5,-115.5,12-Apr-2021 08:00:00
-122.5,-128.5,-115.5,12-Apr-2021 08:30:00
-122.5,-127.5,-115.5,12-Apr-2021 09:00:00
-122.5,-127.5,-115.5,12-Apr-2021 09:30:00
-122.5,-127.5,-115.5,12-Apr-2021 10:00:00
-122.5,-126.5,-115.5,12-Apr-2021 10:30:00
-122.5,-127.5,-115.5,12-Apr-2021 11:00:00
-122.5,-127.5,-115.5,12-Apr-2021 11:30:00
-122.5,-127.5,-114.5,12-Apr-2021 12:00:00
-122.5,-127.5,-114.5,12-Apr-2021 12:30:00
-122.5,-127.5,-114.5,12-Apr-2021 13:00:00
-122.5,-127.5,-114.5,12-Apr-2021 13:30:00
-122.5,-127.5,-114.5,12-Apr-2021 14:00:00
-122.5,-127.5,-114.5,12-Apr-2021 14:30:00
-122.5,-127.5,-114.5,12-Apr-2021 15:00:00
-122.5,-127.5,-114.5,12-Apr-2021 15:30:00
-122.5,-127.5,-114.5,12-Apr-2021 16:00:00
-122.5,-128.5,-114.5,12-Apr-2021 16:30:00
-122.5,-128.5,-115.5,12-Apr-2021 17:00:00
-122.5,-128.5,-115.5,12-Apr-2021 17:30:00
-122.5,-128.5,-115.5,12-Apr-2021 18:00:00
-122.5,-128.5,-115.5,12-Apr-2021 18:30:00
-122.5,-129.5,-115.5,12-Apr-2021 19:00:00
-122.5,-129.5,-115.5,12-Apr-2021 19:30:00
-123.5,-129.5,-115.5,12-Apr-2021 20:00:00
-123.5,-129.5,-115.5,12-Apr-2021 20:30:00
-123.5,-130.5,-115.5,12-Apr-2021 21:00:00
-123.5,-130.5,-115.5,12-Apr-2021 21:30:00
-123.5,-130.5,-115.5,12-Apr-2021 22:00:00
-123.5,-130.5,-115.5,12-Apr-2021 22:30:00
-123.5,-130.5,-115.5,12-Apr-2021 23:00:00
-123.5,-130.5,-115.5,12-Apr-2021 23:30:00
-123.5,-130.5,-115.5,13-Apr-2021 00:00:00
-123.5,-130.5,-115.5,13-Apr-2021 00:30:00
-123.5,-129.5,-115.5,13-Apr-2021 01:00:00
-123.5,-129.5,-115.5,13-Apr-2021 01:30:00
-123.5,-130.5,-116.5,13-Apr-2021 02:00:00
-123.5,-130.5,-116.5,13-Apr-2021 02:30:00
-123.5,-130.5,-116.5,13-Apr-2021 03:00:00
-123.5,-130.5,-116.5,13-Apr-2021 03:30:00
-123.5,-130.5,-116.5,13-Apr-2021 04:00:00
-123.5,-130.5,-116.5,13-Apr-2021 04:30:00
-123.5,-130.5,-116.5,13-Apr-2021 05:00:00
-124.5,-130.5,-117.5,13-Apr-2021 05:30:00
-124.5,-131.5,-117.5,13-Apr-2021 06:00:00
-124.5,-131.5,-117.5,13-Apr-2021 06:30:00
-125.5,-131.5,-117.5,13-Apr-2021 07:00:00
-125.5,-131.5,-117.5,13-Apr-2021 07:30:00
-125.5,-131.5,-117.5,13-Apr-2021 08:00:00
-125.5,-131.5,-117.5,13-Apr-2021 08:30:00
-125.5,-131.5,-117.5,13-Apr-2021 09:00:00
-125.5,-131.5,-117.5,13-Apr-2021 09:30:00
-125.5,-132.5,-117.5,13-Apr-2021 10:00:00
-125.5,-132.5,-117.5,13-Apr-2021 10:30:00
-125.5,-132.5,-117.5,13-Apr-2021 11:00:00
-125.5,-132.5,-117.5,13-Apr-2021 11:30:00
-124.5,-131.5,-117.5,13-Apr-2021 12:00:00
-124.5,-131.5,-116.5,13-Apr-2021 12:30:00
-124.5,-131.5,-116.5,13-Apr-2021 13:00:00
-124.5,-131.5,-116.5,13-Apr-2021 13:30:00
-123.5,-130.5,-115.5,13-Apr-2021 14:00:00
-123.5,-128.5,-113.5,13-Apr-2021 14:30:00
-122.5,-126.5,-109.5,13-Apr-2021 15:00:00
-121.5,-125.5,-104.5,13-Apr-2021 15:30:00
-121.5,-124.5,-98.5,13-Apr-2021 16:00:00
-121.5,-124.5,-102.5,13-Apr-2021 16:30:00
-122.5,-125.5,-109.5,13-Apr-2021 17:00:00
-122.5,-127.5,-113.5,13-Apr-2021 17:30:00
-123.5,-128.5,-115.5,13-Apr-2021 18:00:00
-123.5,-130.5,-116.5,13-Apr-2021 18:30:00
-124.5,-131.5,-116.5,13-Apr-2021 19:00:00
-124.5,-132.5,-116.5,13-Apr-2021 19:30:00
-124.5,-132.5,-116.5,13-Apr-2021 20:00:00
-124.5,-133.5,-116.5,13-Apr-2021 20:30:00
-124.5,-133.5,-117.5,13-Apr-2021 21:00:00
-125.5,-133.5,-117.5,13-Apr-2021 21:30:00
-125.5,-133.5,-117.5,13-Apr-2021 22:00:00
-125.5,-133.5,-117.5,13-Apr-2021 22:30:00
-125.5,-133.5,-117.5,13-Apr-2021 23:00:00
-125.5,-133.5,-117.5,13-Apr-2021 23:30:00
-125.5,-133.5,-117.5,14-Apr-2021 00:00:00
-125.5,-133.5,-117.5,14-Apr-2021 00:30:00
-125.5,-133.5,-117.5,14-Apr-2021 01:00:00
-125.5,-133.5,-117.5,14-Apr-2021 01:30:00
-125.5,-133.5,-117.5,14-Apr-2021 02:00:00
-125.5,-133.5,-117.5,14-Apr-2021 02:30:00
-125.5,-133.5,-117.5,14-Apr-2021 03:00:00
-125.5,-133.5,-117.5,14-Apr-2021 03:30:00
-125.5,-133.5,-117.5,14-Apr-2021 04:00:00
-126.5,-133.5,-117.5,14-Apr-2021 04:30:00
-126.5,-133.5,-117.5,14-Apr-2021 05:00:00
-126.5,-133.5,-117.5,14-Apr-2021 05:30:00
-126.5,-133.5,-117.5,14-Apr-2021 06:00:00
-126.5,-133.5,-117.5,14-Apr-2021 06:30:00
-126.5,-133.5,-117.5,14-Apr-2021 07:00:00
-126.5,-133.5,-117.5,14-Apr-2021 07:30:00
-126.5,-133.5,-117.5,14-Apr-2021 08:00:00
-126.5,-133.5,-117.5,14-Apr-2021 08:30:00
-125.5,-133.5,-117.5,14-Apr-2021 09:00:00
-125.5,-133.5,-117.5,14-Apr-2021 09:30:00
-125.5,-133.5,-117.5,14-Apr-2021 10:00:00
-125.5,-133.5,-117.5,14-Apr-2021 10:30:00
-124.5,-133.5,-116.5,14-Apr-2021 11:00:00
-124.5,-132.5,-114.5,14-Apr-2021 11:30:00
-121.5,-128.5,-29.5,14-Apr-2021 12:00:00
-31.5,-124.5,-3.5,14-Apr-2021 12:30:00
-6.5,-26.5,-2.5,14-Apr-2021 13:00:00
-4.5,-8.5,-2.5,14-Apr-2021 13:30:00
-3.5,-6.5,-2.5,14-Apr-2021 14:00:00
-2.5,-5.5,-2.5,14-Apr-2021 14:30:00
-2.5,-5.5,-2.5,14-Apr-2021 15:00:00
-2.5,-5.5,-2.5,14-Apr-2021 15:30:00
-3.5,-5.5,-3.5,14-Apr-2021 16:00:00
-3.5,-6.5,-4.5,14-Apr-2021 16:30:00
-4.5,-6.5,-4.5,14-Apr-2021 17:00:00
