mtime,sst,cond,chl,lat,lon,latec,lonec,dx,dy,sss,sstorig,sssorig,tcorr,scorr,datetime
738283.283333333,12.55655,41.3346653870858,1.28783333333333,48.9508937164972,-14.8104618773729,49.0042132034295,-14.8966679296462,6.40292615360374,-5.92885643816289,35.5276978621971,12.85655,35.4859666473896,-0.3,0.041731214807474,07-May-2021 06:48:00
738283.2875,12.5349,41.3141791887091,1.3394,48.9482291512147,-14.810447785725,49.0044614647601,-14.8965987070861,6.39883132324428,-6.25274797973072,35.5284036182592,12.8349,35.4866666213606,-0.3,0.0417369968986817,07-May-2021 06:54:00
738283.291666667,12.5354833333333,41.3095958241797,1.31551666666667,48.9468411438748,-14.8152104630179,49.0047097260906,-14.896529484526,6.03994355232574,-6.43469275451722,35.5234594444705,12.8354833333333,35.4817166654806,-0.3,0.0417427789898894,07-May-2021 07:00:00
738283.295833333,12.52455,41.3043680008908,1.34063333333333,48.9458526679379,-14.8198497798446,49.0049579874212,-14.8964602619659,5.69021833941722,-6.57221166425359,35.5287320293635,12.82455,35.4869834682824,-0.3,0.041748561081097,07-May-2021 07:06:00
738283.3,12.5042333333333,41.2851921948418,1.31673333333333,48.9451076927778,-14.8246385486111,49.0052062487587,-14.8963910394038,5.32939263274026,-6.68265452374408,35.5294379530173,12.8042333333333,35.4876836098448,-0.3,0.0417543431724662,07-May-2021 07:12:00
738283.304166667,12.4967166666667,41.2739439300424,1.29491666666667,48.9453989946186,-14.8260714009699,49.0054545100893,-14.8963218168437,5.2178265126243,-6.67786863735865,35.5257100925087,12.7967166666667,35.4839499672451,-0.3,0.0417601252636739,07-May-2021 07:18:00
738283.308333333,12.4988333333333,41.2750112816952,1.31835,48.9457163322599,-14.8261051025612,49.0057027714199,-14.8962525942836,5.21018185515855,-6.67018770206204,35.5247491128295,12.7988333333333,35.4829832054746,-0.3,0.0417659073548816,07-May-2021 07:24:00
738283.3125,12.49425,41.2710423062663,1.36465,48.9459368445339,-14.8260742200659,49.0059510327504,-14.8961833717235,5.20733415946632,-6.67327325637031,35.5252549903945,12.79425,35.4834833009484,-0.3,0.0417716894460893,07-May-2021 07:30:00
738283.316666667,12.48455,41.2633967857933,1.34606666666667,48.946165230984,-14.8260547724576,49.006199294081,-14.8961141491634,5.20363714130573,-6.67548324224725,35.5270441507734,12.78455,35.4852666792361,-0.3,0.0417774715372969,07-May-2021 07:36:00
738283.320833333,12.4885666666667,41.2654757186688,1.35193333333333,48.9461655804802,-14.826044246323,49.0064475554116,-14.8960449266033,5.19927748362815,-6.70304978048056,35.5252665396697,12.7885666666667,35.4834832860412,-0.3,0.0417832536285046,07-May-2021 07:42:00
